                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	3.805         	3.545        	1.905           	0.965          	2.053        	0.4633         	0.7301       	0.7213       	5.649        	1.282         	--           	9.361        	9.391        	0.09075      	0             	3.552        	2.436        	2.401        	1.273        	-0.008754     	1.028          
FirstTries                       	9325         	3.801         	3.709        	1.905           	0.9923         	2.072        	0.4822         	0.7719       	0.7814       	5.946        	1.326         	0.3093       	9.502        	9.542        	0.09315      	0             	3.611        	2.468        	2.433        	1.336        	0.009571      	1.034          
SomeoneTries                     	9776         	3.804         	3.626        	1.905           	0.9871         	2.053        	0.4739         	0.7468       	0.7422       	5.783        	1.307         	0.3122       	9.361        	9.391        	0.09283      	0             	3.552        	2.436        	2.401        	1.303        	-0.004577     	1.03           
NooneTries                       	224          	3.821         	0            	--              	0              	--           	0              	0            	-0.1911      	-0.1911      	0.1911        	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.1911       	0.95           
InventionOccurs                  	9650         	3.805         	3.647        	1.909           	1              	2.053        	0.4801         	0.7565       	0.7634       	5.87         	1.313         	0.3116       	9.361        	9.391        	0.09404      	0             	3.552        	2.436        	2.401        	1.32         	0.006896      	1.033          
SomeUsersPay                     	7932         	3.807         	3.66         	1.95            	1              	2.127        	0.5841         	1.041        	0.8337       	6.174        	1.339         	0.3176       	10.57        	11.14        	0            	0             	3.734        	2.127        	2.127        	1.131        	-0.2076       	0.9536         
SomeIntentionalInfringement      	1633         	3.794         	3.592        	1.741           	1              	1.766        	0              	-0.5874      	0.5138       	4.733        	1.203         	0.2865       	3.916        	1.371        	0.5557       	0             	2.845        	4.016        	3.816        	2.304        	1.101         	1.437          
InventionUsed                    	9547         	3.805         	3.649        	1.916           	1              	2.068        	0.4853         	0.7645       	0.782        	5.94         	1.316         	0.3125       	9.454        	9.49         	0.09425      	0             	3.588        	2.454        	2.42         	1.334        	0.01748       	1.037          
MainInventorLoses                	7680         	3.816         	3.513        	1.876           	0.9544         	2.002        	0.4509         	0.7239       	0.6438       	5.36         	1.267         	--           	8.97         	9.055        	0.09176      	0             	3.44         	2.322        	2.284        	1.187        	-0.08008      	0.6766         
AllHighValue                     	2027         	3.8           	3.795        	2.448           	0.998          	3.069        	0.5213         	1.215        	2.208        	11.17        	1.656         	0.3889       	16.82        	16.48        	0.1412       	0             	5.997        	4.412        	4.37         	2.649        	0.9926        	1.373          
InventionOccursHighValue         	2023         	3.8           	3.795        	2.448           	1              	3.069        	0.5223         	1.218        	2.215        	11.2         	1.657         	0.3889       	16.82        	16.48        	0.1415       	0             	5.997        	4.412        	4.37         	2.654        	0.9977        	1.374          
