                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9916       	3.941           	0.8174         	1.505        	0.4288         	0.8602       	1.107        	5.266        	0.7327        	--           	3.846        	3.588        	0.1278       	0             	3.267        	1.946        	1.895        	0.9796       	0.2469        	1.247          
FirstTries                       	9916         	1             	1            	3.941           	0.8243         	1.505        	0.4324         	0.8675       	1.117        	5.311        	0.7385        	0.6885       	3.846        	3.588        	0.1289       	0             	3.267        	1.946        	1.895        	0.9879       	0.2494        	1.249          
SomeoneTries                     	9916         	1             	1            	3.941           	0.8243         	1.505        	0.4324         	0.8675       	1.117        	5.311        	0.7385        	0.6885       	3.846        	3.588        	0.1289       	0             	3.267        	1.946        	1.895        	0.9879       	0.2494        	1.249          
NooneTries                       	84           	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	8174         	1             	1            	4.065           	1              	1.505        	0.5246         	1.052        	1.507        	6.594        	0.744         	0.694        	3.846        	3.588        	0.1563       	0             	3.267        	1.946        	1.895        	1.198        	0.4545        	1.454          
SomeUsersPay                     	6088         	1             	1            	4.466           	1              	1.393        	0.7043         	1.399        	1.56         	6.624        	0.7124        	0.6624       	3.979        	4.3          	0            	0             	3.228        	1.393        	1.393        	0.8737       	0.1612        	1.161          
SomeIntentionalInfringement      	2008         	1             	1            	2.941           	1              	1.885        	0              	0.04385      	1.419        	6.771        	0.8549        	0.8049       	3.572        	1.566        	0.6363       	0             	3.509        	3.672        	3.472        	2.23         	1.375         	2.375          
InventionUsed                    	8084         	1             	1            	4.091           	1              	1.517        	0.5304         	1.064        	1.528        	6.67         	0.7483        	0.6983       	3.884        	3.627        	0.1574       	0             	3.302        	1.961        	1.912        	1.212        	0.4635        	1.464          
MainInventorLoses                	3567         	1             	0.9765       	3.113           	0.4881         	0.6381       	0.2219         	0.3004       	-0.1148      	0.8984       	0.5331        	--           	1.21         	1.128        	0.06596      	0             	1.313        	0.6333       	0.5685       	0.1179       	-0.4152       	0.5848         
AllHighValue                     	1975         	1             	1            	6.006           	0.8491         	2.407        	0.4306         	1.31         	2.296        	9.931        	1.163         	1.113        	6.714        	4.682        	0.1983       	0             	5.656        	3.933        	3.864        	2.148        	0.9851        	1.985          
InventionOccursHighValue         	1677         	1             	1            	6.068           	1              	2.407        	0.5071         	1.543        	2.915        	11.91        	1.158         	1.108        	6.714        	4.682        	0.2335       	0             	5.656        	3.933        	3.864        	2.53         	1.371         	2.371          
