                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1.086         	1.086        	2.478           	0.8201         	0.8848       	0.5804         	1.428        	1.43         	5.569        	0.5425        	0.4523       	1.263        	1.206        	0.05168      	0             	2.952        	0.9177       	0.8935       	0.5443       	0.001748      	0.9976         
FirstTries                       	10000        	1.086         	1.086        	2.478           	0.8201         	0.8848       	0.5804         	1.428        	1.43         	5.569        	0.5425        	0.4523       	1.263        	1.206        	0.05168      	0             	2.952        	0.9177       	0.8935       	0.5443       	0.001748      	0.9976         
SomeoneTries                     	10000        	1.086         	1.086        	2.478           	0.8201         	0.8848       	0.5804         	1.428        	1.43         	5.569        	0.5425        	0.4523       	1.263        	1.206        	0.05168      	0             	2.952        	0.9177       	0.8935       	0.5443       	0.001748      	0.9976         
NooneTries                       	0            	--            	--           	--              	--             	--           	--             	--           	--           	--           	--            	--           	--           	--           	--           	--            	--           	--           	--           	--           	--            	--             
InventionOccurs                  	8201         	1.102         	1.102        	2.543           	1              	0.8848       	0.7078         	1.742        	1.857        	6.904        	0.5483        	0.4507       	1.263        	1.206        	0.06302      	0             	2.952        	0.9177       	0.8935       	0.6637       	0.1154        	1.109          
SomeUsersPay                     	7208         	1.093         	1.093        	2.697           	1              	0.8837       	0.8053         	1.934        	2.06         	7.488        	0.5505        	0.4571       	1.291        	1.292        	0            	0             	3.156        	0.8837       	0.8837       	0.6769       	0.1263        	1.127          
SomeIntentionalInfringement      	908          	1.167         	1.167        	1.437           	1              	0.946        	0              	0.3808       	0.4594       	2.949        	0.5427        	0.4122       	1.122        	0.6327       	0.5692       	0             	1.611        	1.222        	1.022        	0.6213       	0.0786        	1.01           
InventionUsed                    	8100         	1.102         	1.102        	2.559           	1              	0.8914       	0.7166         	1.763        	1.885        	6.994        	0.55          	0.4523       	1.274        	1.221        	0.06289      	0             	2.988        	0.9231       	0.9011       	0.672        	0.122         	1.115          
MainInventorLoses                	3802         	1.138         	1.138        	2.223           	0.5268         	0.6326       	0.2644         	0.4212       	0.1247       	1.496        	0.4856        	0.3732       	1.181        	1.029        	0.07211      	0             	1.577        	0.6979       	0.6344       	0.1891       	-0.2965       	0.6486         
AllHighValue                     	1983         	1.077         	1.077        	3.581           	0.8447         	1.229        	0.7027         	2.827        	2.958        	10.58        	0.7582        	0.6592       	1.52         	1.465        	0.02677      	0             	5.126        	1.304        	1.295        	0.8893       	0.1311        	1.098          
InventionOccursHighValue         	1675         	1.088         	1.088        	3.651           	1              	1.229        	0.832          	3.347        	3.641        	12.67        	0.7594        	0.6533       	1.52         	1.465        	0.03169      	0             	5.126        	1.304        	1.295        	1.053        	0.2934        	1.253          
