                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9763       	2.598           	0.4438         	1.74         	0.2176         	0.4339       	0.5529       	2.864        	0.4438        	--           	5.121        	4.772        	0.0633       	0             	3.443        	2.149        	2.1          	0.5627       	0.1189        	1.119          
FirstTries                       	9763         	1             	1            	2.598           	0.4546         	1.74         	0.2229         	0.4445       	0.5675       	2.935        	0.4534        	0.4034       	5.121        	4.772        	0.06484      	0             	3.443        	2.149        	2.1          	0.5764       	0.123         	1.123          
SomeoneTries                     	9763         	1             	1            	2.598           	0.4546         	1.74         	0.2229         	0.4445       	0.5675       	2.935        	0.4534        	0.4034       	5.121        	4.772        	0.06484      	0             	3.443        	2.149        	2.1          	0.5764       	0.123         	1.123          
NooneTries                       	237          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	4438         	1             	1            	2.803           	1              	1.74         	0.4903         	0.9778       	1.799        	7.007        	0.4472        	0.3972       	5.121        	4.772        	0.1426       	0             	3.443        	2.149        	2.1          	1.268        	0.8208        	1.821          
SomeUsersPay                     	3354         	1             	1            	3.06            	1              	1.715        	0.6487         	1.294        	1.866        	7.187        	0.4476        	0.3976       	5.679        	5.839        	0            	0             	3.518        	1.715        	1.715        	1.02         	0.572         	1.572          
SomeIntentionalInfringement      	1050         	1             	1            	2.022           	1              	1.865        	0              	0.0006783    	1.653        	6.662        	0.4501        	0.4001       	3.477        	1.513        	0.6029       	0             	3.311        	3.577        	3.377        	2.103        	1.652         	2.652          
InventionUsed                    	4394         	1             	1            	2.815           	1              	1.753        	0.4952         	0.9874       	1.82         	7.078        	0.4485        	0.3985       	5.165        	4.819        	0.1429       	0             	3.476        	2.163        	2.116        	1.281        	0.8322        	1.832          
MainInventorLoses                	6074         	1             	0.961        	2.369           	0.08429        	0.6449       	0.0261         	0.02295      	-0.3952      	-0.29        	0.4317        	--           	0.9728       	0.6482       	0.01526      	0             	0.8581       	0.5849       	0.4841       	0.01359      	-0.4181       	0.5819         
AllHighValue                     	2087         	1             	1            	3.545           	0.4681         	2.501        	0.2415         	0.7804       	1.308        	5.538        	0.6065        	0.5565       	7.172        	5.101        	0.1002       	0             	5.733        	3.738        	3.676        	1.134        	0.5278        	1.528          
InventionOccursHighValue         	977          	1             	1            	3.726           	1              	2.501        	0.5159         	1.667        	3.491        	12.53        	0.5996        	0.5496       	7.172        	5.101        	0.2141       	0             	5.733        	3.738        	3.676        	2.423        	1.824         	2.824          
