                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	4.443         	3.661        	1.448           	0.7937         	2.393        	0.3805         	0.5894       	0.5586       	4.788        	1.09          	--           	13.82        	13.97        	0.04644      	0             	3.84         	2.611        	2.586        	1.059        	-0.03071      	1.014          
FirstTries                       	8226         	4.434         	4.117        	1.448           	0.867          	2.466        	0.4237         	0.6815       	0.7135       	5.54         	1.179         	0.2375       	14.46        	14.65        	0.04961      	0             	3.999        	2.703        	2.68         	1.211        	0.03209       	1.028          
SomeoneTries                     	9593         	4.442         	3.816        	1.448           	0.8274         	2.393        	0.3967         	0.6144       	0.5918       	5.001        	1.127         	0.246        	13.82        	13.97        	0.04841      	0             	3.84         	2.611        	2.586        	1.104        	-0.02253      	1.017          
NooneTries                       	407          	4.472         	0            	--              	0              	--           	0              	0            	-0.2236      	-0.2236      	0.2236        	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.2236       	0.95           
InventionOccurs                  	7937         	4.456         	4.012        	1.484           	1              	2.393        	0.4795         	0.7425       	0.921        	6.25         	1.156         	0.2391       	13.82        	13.97        	0.05851      	0             	3.84         	2.611        	2.586        	1.334        	0.1785        	1.067          
SomeUsersPay                     	6968         	4.461         	4.058        	1.474           	1              	2.514        	0.5461         	0.919        	0.9948       	6.621        	1.198         	0.2468       	15.3         	15.76        	0            	0             	4.07         	2.514        	2.514        	1.274        	0.07573       	1.039          
SomeIntentionalInfringement      	910          	4.424         	3.695        	1.583           	1              	1.573        	0              	-0.5607      	0.4642       	3.835        	0.8575        	0.1849       	3.353        	1.159        	0.5103       	0             	2.315        	3.453        	3.253        	1.882        	1.025         	1.297          
InventionUsed                    	7861         	4.457         	4.017        	1.487           	1              	2.41         	0.4841         	0.7496       	0.937        	6.314        	1.16          	0.2398       	13.95        	14.1         	0.05821      	0             	3.875        	2.628        	2.605        	1.347        	0.1874        	1.07           
MainInventorLoses                	8263         	4.448         	3.574        	1.445           	0.7503         	2.341        	0.3559         	0.551        	0.4527       	4.36         	1.068         	--           	13.4         	13.52        	0.04634      	0             	3.752        	2.544        	2.517        	0.9697       	-0.09826      	0.7669         
AllHighValue                     	1972         	4.455         	4.236        	1.743           	0.8783         	3.73         	0.4474         	0.997        	1.812        	9.723        	1.406         	--           	26.95        	28.41        	0.06988      	0             	6.351        	4.51         	4.486        	2.221        	0.8152        	1.259          
InventionOccursHighValue         	1732         	4.472         	4.348        	1.784           	1              	3.73         	0.5094         	1.135        	2.245        	11.25        	1.42          	0.2785       	26.95        	28.41        	0.07957      	0             	6.351        	4.51         	4.486        	2.529        	1.109         	1.336          
