                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9607       	2.185           	0.418          	2.227        	0.1905         	0.2716       	0.515        	2.72         	0.3671        	--           	10.43        	10.3         	0.04286      	0             	3.721        	2.722        	2.684        	0.6105       	0.2434        	1.243          
FirstTries                       	9607         	1             	1            	2.185           	0.4351         	2.227        	0.1983         	0.2827       	0.5381       	2.834        	0.3801        	0.3301       	10.43        	10.3         	0.04462      	0             	3.721        	2.722        	2.684        	0.6355       	0.2554        	1.255          
SomeoneTries                     	9607         	1             	1            	2.185           	0.4351         	2.227        	0.1983         	0.2827       	0.5381       	2.834        	0.3801        	0.3301       	10.43        	10.3         	0.04462      	0             	3.721        	2.722        	2.684        	0.6355       	0.2554        	1.255          
NooneTries                       	393          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	4180         	1             	1            	2.364           	1              	2.227        	0.4558         	0.6498       	1.738        	7.014        	0.372         	0.322        	10.43        	10.3         	0.1025       	0             	3.721        	2.722        	2.684        	1.461        	1.089         	2.089          
SomeUsersPay                     	3384         	1             	1            	2.393           	1              	2.285        	0.5631         	0.9638       	1.767        	7.164        	0.3816        	0.3316       	11.83        	12.35        	0            	0             	3.841        	2.285        	2.285        	1.184        	0.8028        	1.803          
SomeIntentionalInfringement      	753          	1             	1            	2.273           	1              	2.057        	0              	-0.724       	1.726        	6.736        	0.3346        	0.2846       	4.681        	1.662        	0.5692       	0             	3.386        	4.781        	4.581        	2.785        	2.45          	3.45           
InventionUsed                    	4129         	1             	1            	2.373           	1              	2.246        	0.4615         	0.6577       	1.763        	7.099        	0.3732        	0.3232       	10.55        	10.43        	0.1031       	0             	3.765        	2.744        	2.708        	1.479        	1.105         	2.105          
MainInventorLoses                	6255         	1             	0.9372       	2.013           	0.06954        	0.7016       	0.01905        	0.01247      	-0.3368      	-0.26        	0.3596        	--           	1.119        	0.7053       	0.01178      	0             	0.8074       	0.6465       	0.5449       	0.0103       	-0.3493       	0.6507         
AllHighValue                     	2085         	1             	1            	2.912           	0.4619         	3.356        	0.2085         	0.3684       	1.289        	5.453        	0.467         	0.417        	18.3         	17.1         	0.08499      	0             	6.144        	5.109        	5.053        	1.388        	0.9208        	1.921          
InventionOccursHighValue         	963          	1             	1            	3.173           	1              	3.356        	0.4513         	0.7975       	3.347        	12.36        	0.4553        	0.4053       	18.3         	17.1         	0.184        	0             	6.144        	5.109        	5.053        	3.005        	2.549         	3.549          
