                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9044       	2.097           	0.3891         	2.417        	0.1777         	0.2378       	0.4997       	2.604        	0.3223        	--           	13.08        	13.09        	0.03095      	0             	3.888        	2.891        	2.859        	0.5843       	0.262         	1.262          
FirstTries                       	9044         	1             	1            	2.097           	0.4302         	2.417        	0.1965         	0.2629       	0.5578       	2.885        	0.3511        	0.3011       	13.08        	13.09        	0.03422      	0             	3.888        	2.891        	2.859        	0.6461       	0.2949        	1.295          
SomeoneTries                     	9044         	1             	1            	2.097           	0.4302         	2.417        	0.1965         	0.2629       	0.5578       	2.885        	0.3511        	0.3011       	13.08        	13.09        	0.03422      	0             	3.888        	2.891        	2.859        	0.6461       	0.2949        	1.295          
NooneTries                       	956          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	3891         	1             	1            	2.283           	1              	2.417        	0.4567         	0.6111       	1.766        	7.174        	0.3465        	0.2965       	13.08        	13.09        	0.07954      	0             	3.888        	2.891        	2.859        	1.502        	1.155         	2.155          
SomeUsersPay                     	3271         	1             	1            	2.319           	1              	2.527        	0.5432         	0.9267       	1.847        	7.505        	0.3574        	0.3074       	14.67        	15.3         	0            	0             	4.093        	2.527        	2.527        	1.278        	0.9202        	1.92           
SomeIntentionalInfringement      	584          	1             	1            	2.128           	1              	1.914        	0              	-1.119       	1.44         	5.768        	0.2907        	0.2407       	4.953        	1.518        	0.53         	0             	2.973        	5.053        	4.853        	2.85         	2.559         	3.559          
InventionUsed                    	3847         	1             	1            	2.292           	1              	2.438        	0.4619         	0.6178       	1.789        	7.256        	0.3475        	0.2975       	13.22        	13.24        	0.07962      	0             	3.93         	2.916        	2.886        	1.519        	1.171         	2.171          
MainInventorLoses                	6444         	1             	0.8516       	1.936           	0.05199        	0.7882       	0.01009        	0.007668     	-0.2914      	-0.2364      	0.3058        	--           	0.9845       	0.6843       	0.01087      	0             	0.802        	0.6825       	0.5548       	0.006736     	-0.299        	0.701          
AllHighValue                     	1992         	1             	1            	2.565           	0.4403         	3.641        	0.2032         	0.2499       	1.214        	5.182        	0.4167        	0.3667       	23.97        	23.56        	0.0619       	0             	6.294        	5.49         	5.447        	1.38         	0.9637        	1.964          
InventionOccursHighValue         	877          	1             	1            	2.748           	1              	3.641        	0.4615         	0.5676       	3.288        	12.3         	0.4148        	0.3648       	23.97        	23.56        	0.1406       	0             	6.294        	5.49         	5.447        	3.135        	2.721         	3.721          
