                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9792       	3.045           	0.794          	2.078        	0.3466         	0.3859       	1.149        	5.216        	0.5018        	--           	8.193        	8.043        	0.1108       	0             	3.563        	2.887        	2.837        	1.265        	0.7634        	1.763          
FirstTries                       	9792         	1             	1            	3.045           	0.8109         	2.078        	0.3539         	0.394        	1.175        	5.328        	0.5114        	0.4614       	8.193        	8.043        	0.1132       	0             	3.563        	2.887        	2.837        	1.292        	0.7807        	1.781          
SomeoneTries                     	9792         	1             	1            	3.045           	0.8109         	2.078        	0.3539         	0.394        	1.175        	5.328        	0.5114        	0.4614       	8.193        	8.043        	0.1132       	0             	3.563        	2.887        	2.837        	1.292        	0.7807        	1.781          
NooneTries                       	208          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	7940         	1             	1            	3.136           	1              	2.078        	0.4365         	0.486        	1.568        	6.69         	0.5115        	0.4615       	8.193        	8.043        	0.1396       	0             	3.563        	2.887        	2.837        	1.593        	1.082         	2.082          
SomeUsersPay                     	5977         	1             	1            	3.336           	1              	2.092        	0.5798         	0.9947       	1.577        	6.757        	0.5169        	0.4669       	9.174        	10.15        	0            	0             	3.636        	2.092        	2.092        	1.099        	0.5821        	1.582          
SomeIntentionalInfringement      	1893         	1             	1            	2.566           	1              	2.092        	0              	-1.102       	1.609        	6.733        	0.502         	0.452        	5.38         	1.695        	0.5855       	0             	3.459        	5.48         	5.28         	3.214        	2.712         	3.712          
InventionUsed                    	7857         	1             	1            	3.154           	1              	2.095        	0.4411         	0.4911       	1.588        	6.763        	0.5136        	0.4636       	8.275        	8.127        	0.1405       	0             	3.599        	2.911        	2.864        	1.61         	1.097         	2.097          
MainInventorLoses                	3059         	1             	0.932        	2.376           	0.3266         	0.7216       	0.09621        	0.0752       	-0.2946      	0.1166       	0.4273        	--           	1.201        	0.789        	0.05613      	0             	0.9047       	0.6738       	0.5781       	0.0575       	-0.3698       	0.6302         
AllHighValue                     	1941         	1             	1            	4.237           	0.8341         	3.233        	0.3398         	0.009395     	2.491        	10           	0.714         	0.664        	15.46        	12.66        	0.2053       	0             	6.058        	6.404        	6.328        	3.195        	2.481         	3.481          
InventionOccursHighValue         	1619         	1             	1            	4.314           	1              	3.233        	0.4074         	0.01126      	3.132        	12.14        	0.7102        	0.6602       	15.46        	12.66        	0.2461       	0             	6.058        	6.404        	6.328        	3.831        	3.121         	4.121          
