                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	6.233         	3.829        	1.359           	0.7274         	2.831        	0.3438         	0.5643       	0.5647       	4.785        	1.018         	--           	18.47        	19.23        	0.01924      	0             	4.303        	2.887        	2.873        	1.018        	0.0003743     	1.003          
FirstTries                       	6173         	6.216         	5.753        	1.359           	0.993          	2.79         	0.4793         	0.8001       	0.8901       	6.686        	1.311         	0.1849       	18.51        	19.33        	0.02932      	0             	4.3          	2.852        	2.837        	1.401        	0.08998       	1.036          
SomeoneTries                     	7474         	6.214         	5.123        	1.359           	0.9732         	2.831        	0.46           	0.755        	0.8618       	6.508        	1.255         	0.2091       	18.47        	19.23        	0.02574      	0             	4.303        	2.887        	2.873        	1.362        	0.1068        	1.021          
NooneTries                       	2526         	6.291         	0            	--              	0              	--           	0              	0            	-0.3145      	-0.3145      	0.3145        	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.3145       	0.95           
InventionOccurs                  	7274         	6.214         	5.229        	1.361           	1              	2.831        	0.4726         	0.7758       	0.9054       	6.707        	1.27          	0.2058       	18.47        	19.23        	0.02644      	0             	4.303        	2.887        	2.873        	1.4          	0.1297        	1.025          
SomeUsersPay                     	6775         	6.214         	5.206        	1.353           	1              	2.958        	0.5074         	0.8511       	1            	7.106        	1.296         	0.2121       	19.7         	20.59        	0            	0             	4.532        	2.958        	2.958        	1.445        	0.149         	1.032          
SomeIntentionalInfringement      	435          	6.209         	5.611        	1.489           	1              	1.15         	0              	-0.2838      	-0.3085      	1.542        	0.9272        	0.1171       	1.933        	0.7218       	0.4422       	0             	1.336        	2.033        	1.833        	0.9025       	-0.02467      	0.9428         
InventionUsed                    	7208         	6.214         	5.23         	1.362           	1              	2.85         	0.4769         	0.7829       	0.9217       	6.772        	1.274         	0.2064       	18.63        	19.4         	0.02655      	0             	4.34         	2.903        	2.891        	1.413        	0.1388        	1.027          
MainInventorLoses                	8843         	6.24          	3.647        	1.36            	0.6917         	2.816        	0.3247         	0.5286       	0.5057       	4.488        	0.9856        	--           	18.32        	19.05        	0.01897      	0             	4.272        	2.877        	2.863        	0.9627       	-0.0229       	0.8486         
AllHighValue                     	2028         	6.23          	5.175        	1.434           	0.9522         	4.121        	0.5025         	1.224        	1.884        	10.46        	1.476         	--           	34.19        	37.84        	0.01402      	0             	6.563        	4.247        	4.242        	2.136        	0.6601        	1.1            
InventionOccursHighValue         	1931         	6.215         	5.412        	1.436           	1              	4.121        	0.5278         	1.285        	2.004        	11.01        	1.525         	0.2445       	34.19        	37.84        	0.01473      	0             	6.563        	4.247        	4.242        	2.243        	0.7183        	1.109          
