                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.897        	2.574           	0.3922         	2.012        	0.1904         	0.3275       	0.5311       	2.711        	0.3864        	--           	7.532        	7.277        	0.05266      	0             	3.754        	2.623        	2.578        	0.59         	0.2036        	1.204          
FirstTries                       	8970         	1             	1            	2.574           	0.4372         	2.012        	0.2122         	0.3651       	0.5978       	3.028        	0.425         	0.375        	7.532        	7.277        	0.0587       	0             	3.754        	2.623        	2.578        	0.6577       	0.2327        	1.233          
SomeoneTries                     	8970         	1             	1            	2.574           	0.4372         	2.012        	0.2122         	0.3651       	0.5978       	3.028        	0.425         	0.375        	7.532        	7.277        	0.0587       	0             	3.754        	2.623        	2.578        	0.6577       	0.2327        	1.233          
NooneTries                       	1030         	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	3922         	1             	1            	2.825           	1              	2.012        	0.4854         	0.835        	1.913        	7.471        	0.4258        	0.3758       	7.532        	7.277        	0.1343       	0             	3.754        	2.623        	2.578        	1.504        	1.078         	2.078          
SomeUsersPay                     	3045         	1             	1            	2.989           	1              	1.986        	0.6252         	1.232        	1.914        	7.472        	0.4265        	0.3765       	8.337        	8.875        	0            	0             	3.772        	1.986        	1.986        	1.108        	0.682         	1.682          
SomeIntentionalInfringement      	846          	1             	1            	2.295           	1              	2.165        	0              	-0.5637      	1.99         	7.744        	0.4307        	0.3807       	4.892        	1.792        	0.6224       	0             	3.823        	4.992        	4.792        	2.984        	2.553         	3.553          
InventionUsed                    	3886         	1             	1            	2.84            	1              	2.026        	0.4899         	0.8426       	1.933        	7.541        	0.4276        	0.3776       	7.598        	7.344        	0.135        	0             	3.787        	2.642        	2.599        	1.518        	1.091         	2.091          
MainInventorLoses                	6388         	1             	0.8388       	2.36            	0.04853        	0.6864       	0.01506        	0.02027      	-0.3295      	-0.2566      	0.3554        	--           	0.8646       	0.5969       	0.00843      	0             	0.9948       	0.5741       	0.4708       	0.005563     	-0.3498       	0.6502         
AllHighValue                     	2004         	1             	1            	3.532           	0.4785         	2.891        	0.2295         	0.4885       	1.308        	5.62         	0.5809        	0.5309       	12.15        	10.48        	0.0997       	0             	5.908        	4.774        	4.712        	1.4          	0.8193        	1.819          
InventionOccursHighValue         	959          	1             	1            	3.741           	1              	2.891        	0.4796         	1.021        	3.371        	12.38        	0.5755        	0.5255       	12.15        	10.48        	0.2083       	0             	5.908        	4.774        	4.712        	2.926        	2.35          	3.35           
