                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.963        	2.979           	0.7789         	2.149        	0.3366         	0.3697       	1.159        	5.205        	0.4709        	--           	8.787        	8.689        	0.106        	0             	3.634        	2.964        	2.916        	1.26         	0.7893        	1.789          
FirstTries                       	9630         	1             	1            	2.979           	0.8088         	2.149        	0.3495         	0.3839       	1.205        	5.407        	0.487         	0.437        	8.787        	8.689        	0.11         	0             	3.634        	2.964        	2.916        	1.309        	0.8215        	1.822          
SomeoneTries                     	9630         	1             	1            	2.979           	0.8088         	2.149        	0.3495         	0.3839       	1.205        	5.407        	0.487         	0.437        	8.787        	8.689        	0.11         	0             	3.634        	2.964        	2.916        	1.309        	0.8215        	1.822          
NooneTries                       	370          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	7789         	1             	1            	3.112           	1              	2.149        	0.4321         	0.4747       	1.606        	6.801        	0.4865        	0.4365       	8.787        	8.689        	0.136        	0             	3.634        	2.964        	2.916        	1.618        	1.131         	2.131          
SomeUsersPay                     	5891         	1             	1            	3.267           	1              	2.164        	0.5713         	0.9757       	1.605        	6.843        	0.4929        	0.4429       	9.895        	10.94        	0            	0             	3.701        	2.164        	2.164        	1.122        	0.6295        	1.63           
SomeIntentionalInfringement      	1810         	1             	1            	2.67            	1              	2.176        	0              	-1.133       	1.701        	6.995        	0.4751        	0.4251       	5.571        	1.776        	0.5854       	0             	3.585        	5.671        	5.471        	3.309        	2.834         	3.834          
InventionUsed                    	7691         	1             	1            	3.129           	1              	2.169        	0.4376         	0.4806       	1.63         	6.887        	0.489         	0.439        	8.89         	8.797        	0.1372       	0             	3.678        	2.992        	2.945        	1.638        	1.149         	2.149          
MainInventorLoses                	3083         	1             	0.88         	2.285           	0.2828         	0.7327       	0.08247        	0.0806       	-0.2638      	0.1163       	0.3899        	--           	1.013        	0.745        	0.04468      	0             	0.9396       	0.6702       	0.5704       	0.04541      	-0.3444       	0.6556         
AllHighValue                     	1983         	1             	1            	4.26            	0.8265         	3.292        	0.3517         	0.03714      	2.477        	9.915        	0.6744        	0.6244       	17.11        	14.43        	0.1819       	0             	6.089        	6.378        	6.31         	3.115        	2.44          	3.44           
InventionOccursHighValue         	1639         	1             	1            	4.424           	1              	3.292        	0.4255         	0.04494      	3.144        	12.14        	0.6696        	0.6196       	17.11        	14.43        	0.22         	0             	6.089        	6.378        	6.31         	3.768        	3.099         	4.099          
