                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	6.759         	3.946        	1.271           	0.7183         	2.576        	0.3538         	0.5911       	0.6          	4.684        	0.9827        	--           	15.84        	16.16        	0.02998      	0             	4.116        	2.733        	2.716        	0.9916       	0.008875      	0.9925         
FirstTries                       	5865         	6.732         	6.105        	1.271           	0.9952         	2.496        	0.503          	0.859        	0.9516       	6.636        	1.286         	0.1645       	15.17        	15.43        	0.04477      	0             	4.089        	2.685        	2.666        	1.378        	0.09264       	1.022          
SomeoneTries                     	7374         	6.73          	5.351        	1.271           	0.9741         	2.576        	0.4799         	0.8016       	0.9355       	6.474        	1.211         	0.182        	15.84        	16.16        	0.04065      	0             	4.116        	2.733        	2.716        	1.345        	0.1338        	1.008          
NooneTries                       	2626         	6.84          	0            	--              	0              	--           	0              	0            	-0.342       	-0.342       	0.342         	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.342        	0.95           
InventionOccurs                  	7183         	6.729         	5.461        	1.272           	1              	2.576        	0.4926         	0.823        	0.9776       	6.664        	1.226         	0.1799       	15.84        	16.16        	0.04174      	0             	4.116        	2.733        	2.716        	1.38         	0.1547        	1.01           
SomeUsersPay                     	6541         	6.725         	5.442        	1.271           	1              	2.688        	0.541          	0.9574       	1.057        	7.008        	1.248         	0.1851       	17.09        	17.65        	0            	0             	4.32         	2.688        	2.688        	1.348        	0.09966       	1.012          
SomeIntentionalInfringement      	587          	6.767         	5.673        	1.304           	1              	1.516        	0              	-0.5984      	0.2669       	3.521        	1.009         	0.1277       	3.307        	1.103        	0.5107       	0             	2.228        	3.407        	3.207        	1.874        	0.8652        	0.998          
InventionUsed                    	7120         	6.729         	5.461        	1.274           	1              	2.594        	0.497          	0.8301       	0.9942       	6.729        	1.229         	0.1804       	15.97        	16.31        	0.04162      	0             	4.152        	2.75         	2.734        	1.393        	0.1641        	1.011          
MainInventorLoses                	9009         	6.769         	3.789        	1.276           	0.6873         	2.555        	0.3371         	0.5531       	0.5439       	4.416        	0.9559        	--           	15.61        	15.93        	0.02935      	0             	4.078        	2.726        	2.708        	0.9467       	-0.009256     	0.8637         
AllHighValue                     	2026         	6.76          	5.216        	1.37            	0.9304         	3.765        	0.5005         	1.205        	2.024        	10.4         	1.363         	--           	28.9         	30.78        	0.04174      	0             	6.373        	4.259        	4.246        	2.181        	0.8185        	1.102          
InventionOccursHighValue         	1885         	6.745         	5.571        	1.372           	1              	3.765        	0.5379         	1.295        	2.211        	11.21        	1.429         	0.212        	28.9         	30.78        	0.04486      	0             	6.373        	4.259        	4.246        	2.345        	0.9154        	1.115          
