                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	3.923         	3.19         	1.432           	0.7309         	2.579        	0.3583         	0.5996       	0.6077       	4.713        	0.9756        	--           	16.08        	16.62        	0.02928      	0             	4.081        	2.686        	2.669        	0.9837       	0.008086      	0.9999         
FirstTries                       	8137         	3.919         	3.75         	1.432           	0.8464         	2.608        	0.4207         	0.7189       	0.7849       	5.642        	1.099         	0.2442       	16.57        	17.16        	0.03449      	0             	4.158        	2.719        	2.701        	1.165        	0.06602       	1.011          
SomeoneTries                     	8959         	3.921         	3.561        	1.432           	0.8158         	2.579        	0.3999         	0.6693       	0.7012       	5.284        	1.066         	0.2506       	16.08        	16.62        	0.03269      	0             	4.081        	2.686        	2.669        	1.098        	0.03195       	1.006          
NooneTries                       	1041         	3.945         	0            	--              	0              	--           	0              	0            	-0.1973      	-0.1973      	0.1973        	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.1973       	0.95           
InventionOccurs                  	7309         	3.927         	3.698        	1.46            	1              	2.579        	0.4902         	0.8203       	1.082        	6.699        	1.084         	0.2447       	16.08        	16.62        	0.04007      	0             	4.081        	2.686        	2.669        	1.346        	0.2619        	1.064          
SomeUsersPay                     	6673         	3.928         	3.707        	1.456           	1              	2.697        	0.5369         	0.9267       	1.161        	7.064        	1.118         	0.2531       	17.38        	18.12        	0            	0             	4.3          	2.697        	2.697        	1.353        	0.2346        	1.062          
SomeIntentionalInfringement      	578          	3.926         	3.635        	1.541           	1              	1.379        	0              	-0.3249      	0.3528       	3.164        	0.7257        	0.1524       	2.563        	0.9512       	0.5067       	0             	1.931        	2.663        	2.463        	1.403        	0.6776        	1.119          
InventionUsed                    	7235         	3.928         	3.702        	1.463           	1              	2.597        	0.4952         	0.8287       	1.101        	6.769        	1.088         	0.2453       	16.24        	16.78        	0.03968      	0             	4.12         	2.7          	2.684        	1.36         	0.272         	1.067          
MainInventorLoses                	8236         	3.925         	3.08         	1.422           	0.6733         	2.551        	0.3261         	0.5373       	0.4833       	4.207        	0.9487        	--           	15.83        	16.38        	0.02858      	0             	4.021        	2.665        	2.646        	0.8946       	-0.05408      	0.7634         
AllHighValue                     	2045         	3.926         	3.924        	1.614           	0.8719         	3.857        	0.4715         	1.162        	1.76         	9.61         	1.387         	0.3036       	31.14        	33.81        	0.0275       	0             	6.424        	4.192        	4.183        	1.984        	0.5974        	1.122          
InventionOccursHighValue         	1783         	3.93          	3.928        	1.641           	1              	3.857        	0.5408         	1.333        	2.236        	11.24        	1.373         	0.2998       	31.14        	33.81        	0.03154      	0             	6.424        	4.192        	4.183        	2.275        	0.9026        	1.195          
