                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9632       	3.563           	0.7835         	1.928        	0.3409         	0.4245       	1.105        	5.148        	0.5814        	--           	6.577        	6.198        	0.1365       	0             	3.502        	2.824        	2.766        	1.262        	0.6802        	1.68           
FirstTries                       	9632         	1             	1            	3.563           	0.8134         	1.928        	0.3539         	0.4407       	1.149        	5.347        	0.6017        	0.5517       	6.577        	6.198        	0.1418       	0             	3.502        	2.824        	2.766        	1.31         	0.7081        	1.708          
SomeoneTries                     	9632         	1             	1            	3.563           	0.8134         	1.928        	0.3539         	0.4407       	1.149        	5.347        	0.6017        	0.5517       	6.577        	6.198        	0.1418       	0             	3.502        	2.824        	2.766        	1.31         	0.7081        	1.708          
NooneTries                       	368          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	7835         	1             	1            	3.703           	1              	1.928        	0.4351         	0.5417       	1.549        	6.71         	0.603         	0.553        	6.577        	6.198        	0.1743       	0             	3.502        	2.824        	2.766        	1.61         	1.007         	2.007          
SomeUsersPay                     	5551         	1             	1            	4.053           	1              	1.869        	0.6141         	1.112        	1.538        	6.653        	0.5967        	0.5467       	7.207        	8.054        	0            	0             	3.492        	1.869        	1.869        	1.023        	0.4258        	1.426          
SomeIntentionalInfringement      	2220         	1             	1            	2.888           	1              	2.116        	0              	-0.8683      	1.63         	7.049        	0.6273        	0.5773       	5.174        	1.732        	0.6151       	0             	3.625        	5.274        	5.074        	3.126        	2.499         	3.499          
InventionUsed                    	7762         	1             	1            	3.722           	1              	1.941        	0.4392         	0.5468       	1.566        	6.774        	0.6057        	0.5557       	6.634        	6.255        	0.1754       	0             	3.534        	2.845        	2.788        	1.625        	1.02          	2.02           
MainInventorLoses                	3209         	1             	0.8853       	2.757           	0.3253         	0.7276       	0.1069         	0.1074       	-0.2814      	0.2032       	0.4501        	--           	1.147        	0.8567       	0.05208      	0             	1.03         	0.6838       	0.596        	0.06132      	-0.3888       	0.6112         
AllHighValue                     	1960         	1             	1            	5.124           	0.8378         	3.023        	0.3479         	-0.002936    	2.367        	9.909        	0.9027        	0.8527       	13.05        	9.637        	0.2204       	0             	5.943        	6.48         	6.4          	3.273        	2.37          	3.37           
InventionOccursHighValue         	1642         	1             	1            	5.268           	1              	3.023        	0.4153         	-0.003504    	3.008        	12.01        	0.8954        	0.8454       	13.05        	9.637        	0.2631       	0             	5.943        	6.48         	6.4          	3.907        	3.011         	4.011          
