                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	3.22          	3.036        	1.415           	0.7739         	2.463        	0.3664         	0.5605       	0.5568       	4.564        	0.9667        	--           	15.59        	16.05        	0.03205      	0             	3.802        	2.526        	2.506        	0.963        	-0.003709     	0.9903         
FirstTries                       	9453         	3.213         	3.154        	1.415           	0.8005         	2.489        	0.3813         	0.5894       	0.6069       	4.806        	0.9919        	0.2661       	15.85        	16.34        	0.03223      	0             	3.85         	2.552        	2.533        	1.009        	0.01747       	0.9927         
SomeoneTries                     	9805         	3.218         	3.096        	1.415           	0.7893         	2.463        	0.3737         	0.5716       	0.5712       	4.658        	0.9826        	0.2697       	15.59        	16.05        	0.03269      	0             	3.802        	2.526        	2.506        	0.9822       	-0.0004429    	0.9911         
NooneTries                       	195          	3.359         	0            	--              	0              	--           	0              	0            	-0.1679      	-0.1679      	0.1679        	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.1679       	0.95           
InventionOccurs                  	7739         	3.234         	3.157        	1.445           	1              	2.463        	0.4734         	0.7242       	0.9848       	6.162        	0.9839        	0.2635       	15.59        	16.05        	0.04141      	0             	3.802        	2.526        	2.506        	1.244        	0.2605        	1.072          
SomeUsersPay                     	6967         	3.234         	3.172        	1.462           	1              	2.634        	0.5259         	0.8321       	1.132        	6.741        	1.01          	0.2701       	17.15        	17.78        	0            	0             	4.121        	2.634        	2.634        	1.31         	0.3           	1.087          
SomeIntentionalInfringement      	704          	3.229         	3.021        	1.318           	1              	0.9431       	0              	-0.2733      	-0.2938      	1.085        	0.7328        	0.2          	1.517        	0.5119       	0.4552       	0             	0.9953       	1.617        	1.417        	0.7123       	-0.02055      	0.9478         
InventionUsed                    	7657         	3.234         	3.159        	1.449           	1              	2.482        	0.4785         	0.7318       	1.004        	6.233        	0.9853        	0.2638       	15.75        	16.22        	0.04108      	0             	3.841        	2.545        	2.527        	1.258        	0.2725        	1.075          
MainInventorLoses                	7843         	3.225         	3.004        	1.397           	0.7117         	2.405        	0.3298         	0.4964       	0.3956       	3.975        	0.9612        	--           	15.08        	15.52        	0.03369      	0             	3.695        	2.469        	2.445        	0.8604       	-0.1008       	0.7061         
AllHighValue                     	1967         	3.232         	3.232        	1.761           	0.8399         	4.021        	0.4526         	1.123        	1.834        	9.384        	1.146         	0.3055       	33.43        	36.78        	0.01153      	0             	6.503        	4.161        	4.157        	1.856        	0.7108        	1.177          
InventionOccursHighValue         	1652         	3.249         	3.249        	1.799           	1              	4.021        	0.5389         	1.337        	2.415        	11.4         	1.133         	0.2999       	33.43        	36.78        	0.01372      	0             	6.503        	4.161        	4.157        	2.21         	1.077         	1.286          
