                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1.67          	1.666        	1.825           	0.5835         	1.591        	0.3242         	0.6604       	0.6642       	3.644        	0.6356        	--           	5.519        	5.526        	0.0535       	0             	3.325        	1.864        	1.829        	0.6394       	0.003764      	1.004          
FirstTries                       	9970         	1.671         	1.67         	1.825           	0.5847         	1.592        	0.3251         	0.6626       	0.6667       	3.655        	0.6368        	0.3352       	5.523        	5.531        	0.05349      	0             	3.327        	1.864        	1.83         	0.641        	0.00415       	1.004          
SomeoneTries                     	9982         	1.671         	1.669        	1.825           	0.5846         	1.591        	0.3248         	0.6616       	0.6655       	3.651        	0.6366        	0.3353       	5.519        	5.526        	0.0536       	0             	3.325        	1.864        	1.829        	0.6405       	0.003891      	1.004          
NooneTries                       	18           	1.333         	0            	--              	0              	--           	0              	0            	-0.06667     	-0.06667     	0.06667       	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.06667      	0.95           
InventionOccurs                  	5835         	1.763         	1.761        	1.893           	1              	1.591        	0.5556         	1.132        	1.565        	6.672        	0.6626        	0.3291       	5.519        	5.526        	0.09169      	0             	3.325        	1.864        	1.829        	1.096        	0.4331        	1.286          
SomeUsersPay                     	4832         	1.765         	1.764        	1.997           	1              	1.617        	0.6709         	1.418        	1.716        	7.132        	0.6667        	0.3302       	6.052        	6.446        	0            	0             	3.516        	1.617        	1.617        	0.9649       	0.2982        	1.209          
SomeIntentionalInfringement      	947          	1.752         	1.746        	1.398           	1              	1.527        	0              	-0.259       	0.9203       	4.742        	0.649         	0.3273       	3.097        	1.153        	0.565        	0             	2.537        	3.197        	2.997        	1.828        	1.179         	1.711          
InventionUsed                    	5769         	1.763         	1.761        	1.901           	1              	1.604        	0.5619         	1.145        	1.589        	6.753        	0.6638        	0.3298       	5.577        	5.588        	0.0921       	0             	3.362        	1.878        	1.846        	1.108        	0.4445        	1.293          
MainInventorLoses                	6848         	1.692         	1.685        	1.733           	0.3918         	1.457        	0.2007         	0.3578       	0.09396      	1.815        	0.6438        	--           	5.13         	5.068        	0.03941      	0             	2.891        	1.72         	1.676        	0.38         	-0.2638       	0.6296         
AllHighValue                     	1966         	1.666         	1.666        	2.404           	0.6165         	2.267        	0.3949         	1.242        	1.782        	7.342        	0.7605        	0.4119       	8.871        	8.492        	0.06865      	0             	5.623        	3.253        	3.221        	1.301        	0.5403        	1.319          
InventionOccursHighValue         	1212         	1.753         	1.753        	2.499           	1              	2.267        	0.6406         	2.015        	3.34         	12.36        	0.7849        	0.4021       	8.871        	8.492        	0.1114       	0             	5.623        	3.253        	3.221        	2.11         	1.325         	1.815          
