                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	3.175         	3.021        	1.954           	0.9713         	2.095        	0.473          	0.7958       	0.8133       	5.759        	1.179         	--           	10.48        	10.73        	0.07923      	0             	3.569        	2.326        	2.294        	1.196        	0.01743       	0.9947         
FirstTries                       	9527         	3.168         	3.114        	1.954           	0.9886         	2.126        	0.4871         	0.832        	0.8646       	6            	1.209         	0.3399       	10.71        	11           	0.07924      	0             	3.637        	2.36         	2.33         	1.241        	0.03263       	0.9969         
SomeoneTries                     	9879         	3.173         	3.057        	1.954           	0.9832         	2.095        	0.4788         	0.8056       	0.8253       	5.832        	1.191         	0.3407       	10.48        	10.73        	0.0802       	0             	3.569        	2.326        	2.294        	1.211        	0.0197        	0.9952         
NooneTries                       	121          	3.364         	0            	--              	0              	--           	0              	0            	-0.1682      	-0.1682      	0.1682        	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.1682       	0.95           
InventionOccurs                  	9713         	3.173         	3.075        	1.96            	1              	2.095        	0.487          	0.8193       	0.8549       	5.947        	1.196         	0.3403       	10.48        	10.73        	0.08158      	0             	3.569        	2.326        	2.294        	1.232        	0.03557       	1              
SomeUsersPay                     	8183         	3.177         	3.1          	1.999           	1              	2.206        	0.578          	1.013        	0.9376       	6.328        	1.233         	0.3494       	11.9         	12.53        	0            	0             	3.798        	2.206        	2.206        	1.158        	-0.07529      	0.9686         
SomeIntentionalInfringement      	1446         	3.152         	2.948        	1.774           	1              	1.551        	0              	-0.2285      	0.4818       	4.169        	1.011         	0.2947       	2.992        	1.16         	0.548        	0             	2.474        	3.092        	2.892        	1.722        	0.7103        	1.193          
InventionUsed                    	9614         	3.174         	3.077        	1.967           	1              	2.111        	0.492          	0.8277       	0.8717       	6.013        	1.2           	0.3414       	10.58        	10.84        	0.08172      	0             	3.604        	2.343        	2.313        	1.244        	0.04398       	1.003          
MainInventorLoses                	7307         	3.191         	2.999        	1.911           	0.9607         	2.038        	0.4571         	0.7521       	0.7342       	5.453        	1.161         	--           	10.08        	10.33        	0.08295      	0             	3.447        	2.26         	2.225        	1.143        	-0.01791      	0.6441         
AllHighValue                     	2025         	3.175         	3.175        	2.668           	0.9931         	3.346        	0.5378         	1.42         	2.148        	11.09        	1.608         	0.461        	22.09        	23.19        	0.08933      	0             	6.156        	4.082        	4.055        	2.336        	0.7283        	1.196          
InventionOccursHighValue         	2011         	3.177         	3.177        	2.673           	1              	3.346        	0.5415         	1.43         	2.175        	11.18        	1.607         	0.4605       	22.09        	23.19        	0.08996      	0             	6.156        	4.082        	4.055        	2.353        	0.7456        	1.201          
