                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	4.472         	3.221        	1.571           	0.6816         	2.565        	0.3351         	0.5768       	0.5774       	4.566        	0.9912        	--           	14.97        	15.43        	0.04003      	0             	4.191        	2.809        	2.786        	0.9918       	0.0006176     	1.005          
FirstTries                       	7217         	4.458         	4.215        	1.571           	0.8758         	2.561        	0.4368         	0.7658       	0.8613       	6.067        	1.203         	0.2395       	15.1         	15.61        	0.05373      	0             	4.235        	2.823        	2.8          	1.298        	0.09544       	1.027          
SomeoneTries                     	8150         	4.47          	3.952        	1.571           	0.8363         	2.565        	0.4111         	0.7077       	0.7593       	5.654        	1.165         	0.2507       	14.97        	15.43        	0.04912      	0             	4.191        	2.809        	2.786        	1.217        	0.05164       	1.018          
NooneTries                       	1850         	4.483         	0            	--              	0              	--           	0              	0            	-0.2241      	-0.2241      	0.2241        	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.2241       	0.95           
InventionOccurs                  	6816         	4.477         	4.145        	1.607           	1              	2.565        	0.4916         	0.8462       	1.109        	6.961        	1.192         	0.2423       	14.97        	15.43        	0.05873      	0             	4.191        	2.809        	2.786        	1.455        	0.2628        	1.067          
SomeUsersPay                     	6049         	4.476         	4.127        	1.596           	1              	2.669        	0.5539         	1.018        	1.148        	7.212        	1.229         	0.2525       	16.39        	17.21        	0            	0             	4.367        	2.669        	2.669        	1.359        	0.1301        	1.035          
SomeIntentionalInfringement      	716          	4.48          	4.316        	1.734           	1              	1.816        	0              	-0.5451      	0.9072       	5.354        	0.9164        	0.1637       	4.017        	1.436        	0.5591       	0             	2.991        	4.117        	3.917        	2.369        	1.452         	1.358          
InventionUsed                    	6756         	4.477         	4.147        	1.611           	1              	2.581        	0.4959         	0.8536       	1.125        	7.025        	1.197         	0.2433       	15.1         	15.57        	0.05863      	0             	4.226        	2.826        	2.805        	1.468        	0.271         	1.069          
MainInventorLoses                	8538         	4.479         	3.066        	1.565           	0.6271         	2.529        	0.3063         	0.5265       	0.4692       	4.086        	0.9527        	--           	14.65        	15.12        	0.03792      	0             	4.129        	2.764        	2.74         	0.8953       	-0.05739      	0.7909         
AllHighValue                     	2007         	4.474         	4.357        	1.828           	0.8984         	3.657        	0.4705         	1.085        	1.763        	9.848        	1.544         	0.3069       	26.51        	28.14        	0.06506      	0             	6.315        	4.403        	4.382        	2.222        	0.6784        	1.186          
InventionOccursHighValue         	1803         	4.481         	4.384        	1.871           	1              	3.657        	0.5237         	1.207        	2.145        	11.15        	1.536         	0.3029       	26.51        	28.14        	0.07242      	0             	6.315        	4.403        	4.382        	2.473        	0.9375        	1.247          
