                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	4.29          	3.447        	1.364           	0.7423         	2.652        	0.3536         	0.5582       	0.549        	4.678        	1.02          	--           	16.94        	17.52        	0.02719      	0             	4.091        	2.752        	2.735        	1.011        	-0.009239     	0.9997         
FirstTries                       	8066         	4.283         	4.092        	1.364           	0.8667         	2.693        	0.4198         	0.6761       	0.7308       	5.67         	1.156         	0.2346       	17.49        	18.13        	0.02996      	0             	4.182        	2.797        	2.781        	1.21         	0.05466       	1.012          
SomeoneTries                     	8864         	4.288         	3.889        	1.364           	0.8374         	2.652        	0.3989         	0.6297       	0.6469       	5.306        	1.124         	0.2424       	16.94        	17.52        	0.03067      	0             	4.091        	2.752        	2.735        	1.141        	0.01713       	1.006          
NooneTries                       	1136         	4.3           	0            	--              	0              	--           	0              	0            	-0.215       	-0.215       	0.215         	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.215        	0.95           
InventionOccurs                  	7423         	4.299         	4.04         	1.388           	1              	2.652        	0.4764         	0.752        	0.9737       	6.537        	1.141         	0.235        	16.94        	17.52        	0.03662      	0             	4.091        	2.752        	2.735        	1.362        	0.2217        	1.055          
SomeUsersPay                     	6789         	4.298         	4.07         	1.387           	1              	2.79         	0.5208         	0.8633       	1.066        	6.966        	1.182         	0.243        	18.31        	19.08        	0            	0             	4.345        	2.79         	2.79         	1.384        	0.2024        	1.052          
SomeIntentionalInfringement      	580          	4.31          	3.721        	1.428           	1              	1.229        	0              	-0.4812      	0.05157      	2.16         	0.7008        	0.1489       	2.379        	0.7704       	0.4687       	0             	1.489        	2.479        	2.279        	1.234        	0.5328        	1.111          
InventionUsed                    	7364         	4.299         	4.043        	1.39            	1              	2.669        	0.4802         	0.758        	0.9871       	6.593        	1.144         	0.2356       	17.07        	17.66        	0.03658      	0             	4.123        	2.767        	2.752        	1.373        	0.2291        	1.057          
MainInventorLoses                	8349         	4.295         	3.334        	1.351           	0.6913         	2.622        	0.3247         	0.5101       	0.442        	4.232        	0.9955        	--           	16.66        	17.27        	0.02812      	0             	4.034        	2.721        	2.702        	0.9275       	-0.06804      	0.7721         
AllHighValue                     	1962         	4.298         	4.288        	1.509           	0.8965         	4.024        	0.4761         	1.121        	1.745        	9.826        	1.449         	0.2887       	33.15        	36.36        	0.02055      	0             	6.513        	4.321        	4.314        	2.073        	0.624         	1.125          
InventionOccursHighValue         	1759         	4.306         	4.299        	1.533           	1              	4.024        	0.531          	1.25         	2.131        	11.14        	1.431         	0.2836       	33.15        	36.36        	0.02292      	0             	6.513        	4.321        	4.314        	2.312        	0.8806        	1.183          
