                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9736       	2.286           	0.7722         	2.323        	0.347          	0.3341       	1.185        	5.178        	0.3754        	--           	12.12        	12.07        	0.06776      	0             	3.717        	3.011        	2.977        	1.226        	0.8508        	1.851          
FirstTries                       	9736         	1             	1            	2.286           	0.7931         	2.323        	0.3565         	0.3431       	1.218        	5.319        	0.3843        	0.3343       	12.12        	12.07        	0.0696       	0             	3.717        	3.011        	2.977        	1.259        	0.8752        	1.875          
SomeoneTries                     	9736         	1             	1            	2.286           	0.7931         	2.323        	0.3565         	0.3431       	1.218        	5.319        	0.3843        	0.3343       	12.12        	12.07        	0.0696       	0             	3.717        	3.011        	2.977        	1.259        	0.8752        	1.875          
NooneTries                       	264          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	7722         	1             	1            	2.381           	1              	2.323        	0.4494         	0.4326       	1.638        	6.809        	0.3822        	0.3322       	12.12        	12.07        	0.08775      	0             	3.717        	3.011        	2.977        	1.588        	1.206         	2.206          
SomeUsersPay                     	6386         	1             	1            	2.438           	1              	2.416        	0.5434         	0.8794       	1.712        	7.112        	0.393         	0.343        	13.45        	14.29        	0            	0             	3.908        	2.416        	2.416        	1.225        	0.8323        	1.832          
SomeIntentionalInfringement      	1268         	1             	1            	2.156           	1              	1.948        	0              	-1.794       	1.373        	5.654        	0.3321        	0.2821       	6.026        	1.523        	0.5344       	0             	2.952        	6.126        	5.926        	3.499        	3.167         	4.167          
InventionUsed                    	7637         	1             	1            	2.392           	1              	2.342        	0.4544         	0.4373       	1.66         	6.885        	0.3831        	0.3331       	12.25        	12.2         	0.08764      	0             	3.757        	3.037        	3.004        	1.606        	1.223         	2.223          
MainInventorLoses                	3119         	1             	0.9154       	1.788           	0.2696         	0.7789       	0.06989        	0.04165      	-0.2612      	0.04799      	0.3504        	--           	1.226        	0.8287       	0.0483       	0             	0.8639       	0.7042       	0.6013       	0.04755      	-0.3028       	0.6972         
AllHighValue                     	2012         	1             	1            	2.91            	0.8236         	3.661        	0.3726         	-0.0289      	2.567        	9.962        	0.4637        	0.4137       	24.22        	23.02        	0.1212       	0             	6.282        	6.465        	6.419        	3.06         	2.596         	3.596          
InventionOccursHighValue         	1657         	1             	1            	3.03            	1              	3.661        	0.4525         	-0.03509     	3.22         	12.2         	0.4603        	0.4103       	24.22        	23.02        	0.1471       	0             	6.282        	6.465        	6.419        	3.716        	3.255         	4.255          
