                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9814       	2.493           	0.7887         	2.2          	0.3517         	0.3561       	1.169        	5.172        	0.4148        	--           	10.31        	10.22        	0.08233      	0             	3.606        	2.913        	2.873        	1.228        	0.8132        	1.813          
FirstTries                       	9814         	1             	1            	2.493           	0.8036         	2.2          	0.3584         	0.3628       	1.192        	5.271        	0.4217        	0.3717       	10.31        	10.22        	0.08389      	0             	3.606        	2.913        	2.873        	1.251        	0.8295        	1.83           
SomeoneTries                     	9814         	1             	1            	2.493           	0.8036         	2.2          	0.3584         	0.3628       	1.192        	5.271        	0.4217        	0.3717       	10.31        	10.22        	0.08389      	0             	3.606        	2.913        	2.873        	1.251        	0.8295        	1.83           
NooneTries                       	186          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	7887         	1             	1            	2.603           	1              	2.2          	0.4459         	0.4515       	1.589        	6.664        	0.4197        	0.3697       	10.31        	10.22        	0.1044       	0             	3.606        	2.913        	2.873        	1.557        	1.137         	2.137          
SomeUsersPay                     	6342         	1             	1            	2.653           	1              	2.262        	0.5546         	0.8996       	1.623        	6.837        	0.4289        	0.3789       	11.49        	12.34        	0            	0             	3.738        	2.262        	2.262        	1.153        	0.7238        	1.724          
SomeIntentionalInfringement      	1474         	1             	1            	2.437           	1              	2.012        	0              	-1.455       	1.531        	6.243        	0.3859        	0.3359       	5.72         	1.6          	0.5586       	0             	3.206        	5.82         	5.62         	3.372        	2.986         	3.986          
InventionUsed                    	7801         	1             	1            	2.615           	1              	2.218        	0.4509         	0.4563       	1.609        	6.738        	0.4211        	0.3711       	10.42        	10.34        	0.1046       	0             	3.644        	2.938        	2.901        	1.574        	1.153         	2.153          
MainInventorLoses                	3108         	1             	0.9402       	1.894           	0.3201         	0.7368       	0.09183        	0.06626      	-0.2571      	0.1356       	0.3814        	--           	1.17         	0.7933       	0.05327      	0             	0.8943       	0.6633       	0.5682       	0.05795      	-0.3234       	0.6766         
AllHighValue                     	1908         	1             	1            	3.396           	0.8265         	3.452        	0.3586         	0.02625      	2.577        	10.02        	0.5364        	0.4864       	20.22        	18.15        	0.1591       	0             	6.182        	6.392        	6.332        	3.087        	2.55          	3.55           
InventionOccursHighValue         	1577         	1             	1            	3.52            	1              	3.452        	0.4339         	0.03176      	3.234        	12.24        	0.5323        	0.4823       	20.22        	18.15        	0.1925       	0             	6.182        	6.392        	6.332        	3.735        	3.202         	4.202          
