                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.8925       	2.502           	0.3879         	2.099        	0.18           	0.2739       	0.5179       	2.653        	0.3686        	--           	8.245        	7.943        	0.05276      	0             	3.768        	2.79         	2.743        	0.6125       	0.2439        	1.244          
FirstTries                       	8925         	1             	1            	2.502           	0.4346         	2.099        	0.2017         	0.3069       	0.5863       	2.978        	0.4069        	0.3569       	8.245        	7.943        	0.05912      	0             	3.768        	2.79         	2.743        	0.6863       	0.2793        	1.279          
SomeoneTries                     	8925         	1             	1            	2.502           	0.4346         	2.099        	0.2017         	0.3069       	0.5863       	2.978        	0.4069        	0.3569       	8.245        	7.943        	0.05912      	0             	3.768        	2.79         	2.743        	0.6863       	0.2793        	1.279          
NooneTries                       	1075         	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	3879         	1             	1            	2.776           	1              	2.099        	0.464          	0.7062       	1.882        	7.386        	0.4034        	0.3534       	8.245        	7.943        	0.136        	0             	3.768        	2.79         	2.743        	1.579        	1.176         	2.176          
SomeUsersPay                     	2980         	1             	1            	2.882           	1              	2.086        	0.604          	1.132        	1.873        	7.37         	0.4058        	0.3558       	9.217        	9.807        	0            	0             	3.791        	2.086        	2.086        	1.146        	0.7405        	1.741          
SomeIntentionalInfringement      	874          	1             	1            	2.453           	1              	2.179        	0              	-0.7258      	1.975        	7.648        	0.3986        	0.3486       	5.136        	1.801        	0.6037       	0             	3.787        	5.236        	5.036        	3.099        	2.701         	3.701          
InventionUsed                    	3851         	1             	1            	2.786           	1              	2.109        	0.4674         	0.7114       	1.898        	7.438        	0.4043        	0.3543       	8.298        	7.998        	0.1368       	0             	3.793        	2.802        	2.757        	1.59         	1.186         	2.186          
MainInventorLoses                	6443         	1             	0.8332       	2.27            	0.04998        	0.7414       	0.01437        	0.01531      	-0.3203      	-0.2519      	0.3426        	--           	1.11         	0.6788       	0.008648     	0             	0.9452       	0.6753       	0.5709       	0.006902     	-0.3357       	0.6643         
AllHighValue                     	2004         	1             	1            	3.198           	0.4596         	3.079        	0.2008         	0.2913       	1.251        	5.395        	0.5422        	0.4922       	13.68        	11.43        	0.1065       	0             	5.997        	5.372        	5.303        	1.502        	0.9595        	1.96           
InventionOccursHighValue         	921          	1             	1            	3.535           	1              	3.079        	0.4368         	0.6339       	3.363        	12.38        	0.5384        	0.4884       	13.68        	11.43        	0.2318       	0             	5.997        	5.372        	5.303        	3.268        	2.729         	3.729          
