                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9322       	2.335           	0.4001         	2.115        	0.1839         	0.2533       	0.5033       	2.629        	0.3648        	--           	8.634        	8.533        	0.04788      	0             	3.68         	2.775        	2.733        	0.6147       	0.2499        	1.25           
FirstTries                       	9322         	1             	1            	2.335           	0.4292         	2.115        	0.1973         	0.2718       	0.5435       	2.824        	0.3877        	0.3377       	8.634        	8.533        	0.05137      	0             	3.68         	2.775        	2.733        	0.6594       	0.2717        	1.272          
SomeoneTries                     	9322         	1             	1            	2.335           	0.4292         	2.115        	0.1973         	0.2718       	0.5435       	2.824        	0.3877        	0.3377       	8.634        	8.533        	0.05137      	0             	3.68         	2.775        	2.733        	0.6594       	0.2717        	1.272          
NooneTries                       	678          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	4001         	1             	1            	2.515           	1              	2.115        	0.4596         	0.6332       	1.785        	7.098        	0.3846        	0.3346       	8.634        	8.533        	0.1197       	0             	3.68         	2.775        	2.733        	1.536        	1.152         	2.152          
SomeUsersPay                     	3156         	1             	1            	2.596           	1              	2.122        	0.5826         	1.056        	1.793        	7.154        	0.3896        	0.3396       	9.576        	10.37        	0            	0             	3.741        	2.122        	2.122        	1.127        	0.7375        	1.737          
SomeIntentionalInfringement      	816          	1             	1            	2.237           	1              	2.14         	0              	-0.9785      	1.826        	7.127        	0.3692        	0.3192       	5.276        	1.729        	0.5868       	0             	3.565        	5.376        	5.176        	3.174        	2.805         	3.805          
InventionUsed                    	3966         	1             	1            	2.524           	1              	2.128        	0.4636         	0.6388       	1.803        	7.159        	0.3856        	0.3356       	8.705        	8.604        	0.1201       	0             	3.71         	2.794        	2.753        	1.55         	1.164         	2.164          
MainInventorLoses                	6357         	1             	0.8933       	2.17            	0.05632        	0.7988       	0.01535        	0.01438      	-0.3253      	-0.2506      	0.3479        	--           	1.072        	0.7631       	0.009518     	0             	0.9511       	0.675        	0.575        	0.008161     	-0.3397       	0.6603         
AllHighValue                     	1964         	1             	1            	3.223           	0.4547         	3.078        	0.2066         	0.2223       	1.274        	5.367        	0.4954        	0.4454       	14.39        	12.22        	0.09729      	0             	5.988        	5.603        	5.538        	1.547        	1.052         	2.052          
InventionOccursHighValue         	893          	1             	1            	3.407           	1              	3.078        	0.4544         	0.4889       	3.404        	12.4         	0.4883        	0.4383       	14.39        	12.22        	0.214        	0             	5.988        	5.603        	5.538        	3.403        	2.915         	3.915          
