                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	5.909         	3.45         	1.266           	0.6537         	2.369        	0.3191         	0.5226       	0.5255       	4.052        	0.8578        	--           	13.82        	14.18        	0.03609      	0             	3.862        	2.57         	2.546        	0.8607       	0.002912      	1.005          
FirstTries                       	5838         	5.895         	5.578        	1.266           	0.9942         	2.339        	0.4948         	0.8289       	0.987        	6.422        	1.17          	0.1634       	13.7         	14.04        	0.05639      	0             	3.884        	2.563        	2.539        	1.328        	0.1581        	1.044          
SomeoneTries                     	6668         	5.883         	5.174        	1.266           	0.9804         	2.369        	0.4785         	0.7837       	0.937        	6.225        	1.138         	0.1786       	13.82        	14.18        	0.05412      	0             	3.862        	2.57         	2.546        	1.291        	0.1533        	1.032          
NooneTries                       	3332         	5.961         	0            	--              	0              	--           	0              	0            	-0.298       	-0.298       	0.298         	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.298        	0.95           
InventionOccurs                  	6537         	5.886         	5.253        	1.267           	1              	2.369        	0.4881         	0.7994       	0.9691       	6.363        	1.147         	0.1758       	13.82        	14.18        	0.05521      	0             	3.862        	2.57         	2.546        	1.317        	0.1697        	1.036          
SomeUsersPay                     	5759         	5.884         	5.239        	1.266           	1              	2.502        	0.5541         	0.9784       	1.077        	6.805        	1.172         	0.1816       	15.29        	15.96        	0            	0             	4.115        	2.502        	2.502        	1.27         	0.09817       	1.019          
SomeIntentionalInfringement      	705          	5.894         	5.366        	1.293           	1              	1.475        	0              	-0.58        	0.2868       	3.484        	0.9704        	0.133        	3.218        	1.067        	0.5119       	0             	2.182        	3.318        	3.118        	1.837        	0.8668        	1.189          
InventionUsed                    	6450         	5.885         	5.253        	1.269           	1              	2.394        	0.4947         	0.8101       	0.9943       	6.458        	1.15          	0.1764       	14           	14.37        	0.05504      	0             	3.912        	2.596        	2.575        	1.335        	0.1843        	1.038          
MainInventorLoses                	8941         	5.913         	3.226        	1.265           	0.6127         	2.352        	0.296          	0.4839       	0.4552       	3.722        	0.8245        	--           	13.68        	14.06        	0.03473      	0             	3.822        	2.543        	2.518        	0.7957       	-0.02874      	0.8647         
AllHighValue                     	2038         	5.921         	4.266        	1.337           	0.7753         	3.599        	0.4193         	1.021        	1.737        	8.719        	1.124         	--           	26.74        	28.5         	0.04731      	0             	6.291        	4.244        	4.225        	1.841        	0.7162        	1.133          
InventionOccursHighValue         	1580         	5.903         	5.48         	1.339           	1              	3.599        	0.5409         	1.317        	2.336        	11.34        	1.356         	0.2063       	26.74        	28.5         	0.06102      	0             	6.291        	4.244        	4.225        	2.374        	1.019         	1.188          
