sin,report,easy,inois00
1, 0.9632, 3.563, 0.7835, 1.928, 0.3409, 0.4245, 1.105, 5.148,
1, 0.9587, 3.354, 0.7772, 2.011, 0.3395, 0.4371, 1.113, 5.148,
1, 0.9927, 3.178, 0.8052, 1.98, 0.3629, 0.5607, 1.148, 5.249,
1, 0.9792, 3.045, 0.794, 2.078, 0.3466, 0.3859, 1.149, 5.216,
1, 0.963, 2.979, 0.7789, 2.149, 0.3366, 0.3697, 1.159, 5.205,
1, 0.9697, 2.861, 0.7741, 2.121, 0.3397, 0.3808, 1.151, 5.121,
1, 0.9665, 2.814, 0.7785, 2.184, 0.3395, 0.3929, 1.162, 5.165,
1, 0.9814, 2.493, 0.7887, 2.2, 0.3517, 0.3561, 1.169, 5.172,
1, 0.972, 2.378, 0.7663, 2.256, 0.341, 0.4082, 1.176, 5.127,
1, 0.9736, 2.286, 0.7722, 2.323, 0.347, 0.3341, 1.185, 5.178,
1, 0.983, 2.199, 0.7698, 2.266, 0.3469, 0.4216, 1.16, 5.053,

sin,report,hard,inois10
1, 0.8756, 1.374, 0.3528, 2.796, 0.1155, 0.2737, 0.4707, 2.44,
1, 0.9149, 2.767, 0.4116, 1.59, 0.2178, 0.5138, 0.5577, 2.784,
1, 0.9763, 2.598, 0.4438, 1.74, 0.2176, 0.4339, 0.5529, 2.864,
1, 0.897, 2.574, 0.3922, 2.012, 0.1904, 0.3275, 0.5311, 2.711,
1, 0.8925, 2.502, 0.3879, 2.099, 0.18, 0.2739, 0.5179, 2.653,
1, 0.9322, 2.335, 0.4001, 2.115, 0.1839, 0.2533, 0.5033, 2.629,
1, 0.9323, 2.347, 0.4079, 2.181, 0.1832, 0.2626, 0.5189, 2.688,
1, 0.9607, 2.185, 0.418, 2.227, 0.1905, 0.2716, 0.515, 2.72,
1, 0.9524, 2.094, 0.4123, 2.241, 0.1901, 0.283, 0.5067, 2.665,
1, 0.9013, 2.173, 0.3821, 2.414, 0.1791, 0.2624, 0.499, 2.599,
1, 0.9044, 2.097, 0.3891, 2.417, 0.1777, 0.2378, 0.4997, 2.604,
1, 0.9605, 1.908, 0.4064, 2.335, 0.1885, 0.2589, 0.4895, 2.605,
1, 0.9207, 1.97, 0.3836, 2.515, 0.1798, 0.2578, 0.4755, 2.547,
1, 0.8831, 1.785, 0.3838, 2.566, 0.1832, 0.2656, 0.5199, 2.64,
1, 0.941, 1.706, 0.3962, 2.422, 0.1843, 0.2679, 0.4862, 2.551,

dyn,report,easy,inois00
7.026, 3.295, 1.043, 0.5759, 2.791, 0.288, 0.4019, 0.4077, 3.623,
1, 0.9943, 2.446, 0.7867, 0.7909, 0.6389, 1.438, 1.432, 5.415,
2.665, 2.49, 2.027, 0.9271, 1.76, 0.6028, 1.138, 1.126, 6.008,
2.919, 2.788, 1.779, 0.9569, 1.879, 0.5954, 1.061, 1.058, 6.005,
3.597, 3.16, 1.753, 0.9173, 2.087, 0.5455, 0.9021, 0.8968, 5.665,
5.86, 3.65, 1.334, 0.775, 2.28, 0.4507, 0.7508, 0.7679, 4.979,
4.379, 3.679, 1.48, 0.905, 2.304, 0.5148, 0.8129, 0.8054, 5.612,
4.641, 3.663, 1.474, 0.8857, 2.395, 0.4967, 0.7662, 0.7658, 5.524,
6.147, 3.292, 1.345, 0.6436, 2.661, 0.366, 0.6544, 0.6624, 4.584,
5.387, 3.861, 1.407, 0.8224, 2.48, 0.4555, 0.6805, 0.7052, 5.157,
5.666, 3.94, 1.338, 0.8018, 2.541, 0.4416, 0.6609, 0.6642, 5.069,
5.572, 3.991, 1.296, 0.8133, 2.636, 0.4414, 0.6657, 0.664, 5.233,
7.261, 3.935, 1.216, 0.6886, 2.774, 0.3698, 0.5848, 0.5946, 4.645,
6.568, 3.313, 1.241, 0.6113, 2.657, 0.3339, 0.533, 0.53, 4.05,
7.557, 3.23, 1.212, 0.5934, 2.754, 0.3191, 0.4953, 0.5178, 3.972,

dyn,report,hard,inois00,indyes
5.438, 4.091, 1.092, 0.7756, 2.718, 0.3878, 0.5271, 0.5259, 4.742,
1, 0.9252, 1.644, 0.3817, 1.012, 0.2945, 0.6843, 0.6428, 2.671,
1, 0.8883, 2.095, 0.3857, 1.212, 0.2813, 0.6162, 0.6166, 2.635,
3.165, 2.428, 1.747, 0.647, 2.088, 0.4052, 0.7822, 0.7834, 4.47,
1.655, 1.636, 1.696, 0.5686, 1.711, 0.3667, 0.6793, 0.6716, 3.574,
2.064, 2.057, 1.618, 0.6623, 1.914, 0.4058, 0.6888, 0.6891, 4.047,
3.467, 2.805, 1.703, 0.6923, 2.539, 0.3906, 0.6546, 0.6505, 4.639,
3.58, 3.013, 1.537, 0.7399, 2.338, 0.4211, 0.6473, 0.6372, 4.57,
3.201, 2.796, 1.533, 0.7112, 2.408, 0.3972, 0.6076, 0.6041, 4.422,
4.511, 3.197, 1.428, 0.6973, 2.518, 0.3879, 0.6048, 0.598, 4.471,
4.118, 3.083, 1.49, 0.679, 2.707, 0.3716, 0.594, 0.5966, 4.563,
5.592, 2.988, 1.255, 0.5794, 2.65, 0.3236, 0.546, 0.5419, 3.963,
4.206, 3.35, 1.37, 0.726, 2.658, 0.3913, 0.5847, 0.5873, 4.67,
4.083, 3.334, 1.387, 0.7519, 2.60, 0.4016, 0.5686, 0.5659, 4.65,
5.122, 3.592, 1.319, 0.7152, 2.741, 0.3794, 0.5641, 0.5665, 4.647,

dyn,report,easy,inois10,indyes

8.139, 2.133, 1.035, 0.4306, 3.049, 0.1281, 0.348, 0.3446, 2.91,
1.086, 1.086, 2.478, 0.8201, 0.8848, 0.5804, 1.428, 1.43, 5.569,
3.805, 3.545, 1.905, 0.965, 2.053, 0.4633, 0.7301, 0.7213, 5.649,
3.175, 3.021, 1.954, 0.9713, 2.095, 0.473, 0.7958, 0.8133, 5.759,
5.611, 4.087, 1.4, 0.8881, 2.137, 0.4293, 0.6648, 0.6512, 5.101,
5.312, 4.069, 1.511, 0.8718, 2.351, 0.413, 0.6345, 0.6449, 5.236,
6.571, 3.5, 1.315, 0.6351, 2.428, 0.3158, 0.552, 0.5426, 4.121,
6.759, 3.946, 1.271, 0.7183, 2.576, 0.3538, 0.5911, 0.6, 4.684,
5.954, 4.229, 1.19, 0.836, 2.399, 0.4111, 0.6701, 0.6525, 5.151,
5.909, 3.45, 1.266, 0.6537, 2.369, 0.3191, 0.5226, 0.5255, 4.052,
4.484, 3.534, 1.432, 0.8733, 2.543, 0.4154, 0.6536, 0.7612, 5.493,
7.485, 4.005, 1.179, 0.7141, 2.509, 0.3396, 0.5277, 0.535, 4.361,
6.398, 3.288, 1.325, 0.5986, 2.68, 0.286, 0.4724, 0.4775, 3.872,
6.233, 3.829, 1.359, 0.7274, 2.831, 0.3438, 0.5643, 0.5647, 4.785,
6.681, 2.371, 1.189, 0.4676, 2.592, 0.2296, 0.3948, 0.4084, 3.062,

dyn,report,hard,inois10,indyes

3.873, 3.348, 1.104, 0.7489, 2.694, 0.2418, 0.5564, 0.5493, 4.565,
1, 0.9382, 2.16, 0.4072, 1.281, 0.2604, 0.6438, 0.6297, 2.828,
1.67, 1.666, 1.825, 0.5835, 1.591, 0.3242, 0.6604, 0.6642, 3.644,
4.728, 3.593, 1.631, 0.734, 2.376, 0.3579, 0.5771, 0.5499, 4.67,
3.384, 3.097, 1.642, 0.7798, 2.176, 0.3786, 0.59, 0.5807, 4.615,
4.472, 3.221, 1.571, 0.6816, 2.565, 0.3351, 0.5768, 0.5774, 4.566,
4.443, 3.661, 1.448, 0.7937, 2.393, 0.3805, 0.5894, 0.5586, 4.788,
3.857, 3.277, 1.511, 0.7606, 2.479, 0.3712, 0.5966, 0.59, 4.749,
4.114, 3.284, 1.532, 0.7288, 2.618, 0.3522, 0.5667, 0.5671, 4.7,
3.923, 3.19, 1.432, 0.7309, 2.579, 0.3583, 0.5996, 0.6077, 4.713,
3.32, 3.078, 1.496, 0.772, 2.419, 0.3689, 0.5624, 0.5464, 4.58,
4.952, 3.717, 1.306, 0.7401, 2.56, 0.3529, 0.5452, 0.548, 4.6,
4.29, 3.447, 1.364, 0.7423, 2.652, 0.3536, 0.5582, 0.549, 4.678,
3.22, 3.036, 1.415, 0.7739, 2.463, 0.3664, 0.5605, 0.5568, 4.564,
4.769, 3.4, 1.303, 0.6959, 2.685, 0.3335, 0.5367, 0.5584, 4.472,
