                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9382       	2.16            	0.4072         	1.281        	0.2604         	0.6438       	0.6297       	2.828        	0.3815        	--           	2.635        	2.547        	0.03317      	0             	3.324        	1.367        	1.339        	0.3674       	-0.01416      	0.9858         
FirstTries                       	9382         	1             	1            	2.16            	0.434          	1.281        	0.2776         	0.6863       	0.6745       	3.017        	0.4034        	0.3534       	2.635        	2.547        	0.03536      	0             	3.324        	1.367        	1.339        	0.3916       	-0.0118       	0.9882         
SomeoneTries                     	9382         	1             	1            	2.16            	0.434          	1.281        	0.2776         	0.6863       	0.6745       	3.017        	0.4034        	0.3534       	2.635        	2.547        	0.03536      	0             	3.324        	1.367        	1.339        	0.3916       	-0.0118       	0.9882         
NooneTries                       	618          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	4072         	1             	1            	2.32            	1              	1.281        	0.6395         	1.581        	2.08         	7.479        	0.4029        	0.3529       	2.635        	2.547        	0.08146      	0             	3.324        	1.367        	1.339        	0.9022       	0.4993        	1.499          
SomeUsersPay                     	3497         	1             	1            	2.463           	1              	1.265        	0.7447         	1.754        	2.215        	7.852        	0.4043        	0.3543       	2.757        	2.789        	0            	0             	3.451        	1.265        	1.265        	0.8657       	0.4613        	1.461          
SomeIntentionalInfringement      	549          	1             	1            	1.444           	1              	1.427        	0              	0.5582       	1.335        	5.46         	0.401         	0.351        	1.952        	1.117        	0.6042       	0             	2.671        	2.052        	1.852        	1.178        	0.7766        	1.777          
InventionUsed                    	4042         	1             	1            	2.326           	1              	1.287        	0.6443         	1.593        	2.098        	7.535        	0.4041        	0.3541       	2.65         	2.565        	0.08153      	0             	3.348        	1.373        	1.346        	0.9089       	0.5048        	1.505          
MainInventorLoses                	6345         	1             	0.9026       	2.021           	0.06572        	0.5766       	0.0268         	0.03817      	-0.3135      	-0.1944      	0.3613        	--           	0.9184       	0.6099       	0.009774     	0             	1.128        	0.5488       	0.4658       	0.009656     	-0.3516       	0.6484         
AllHighValue                     	1983         	1             	1            	3.119           	0.4745         	1.657        	0.3471         	1.385        	1.508        	5.784        	0.5345        	0.4845       	2.55         	2.124        	0.04068      	0             	5.325        	1.847        	1.824        	0.6575       	0.123         	1.123          
InventionOccursHighValue         	941          	1             	1            	3.373           	1              	1.657        	0.7316         	2.919        	3.778        	12.79        	0.5266        	0.4766       	2.55         	2.124        	0.08572      	0             	5.325        	1.847        	1.824        	1.386        	0.8589        	1.859          
