                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	3.857         	3.277        	1.511           	0.7606         	2.479        	0.3712         	0.5966       	0.59         	4.749        	1.021         	--           	14.92        	15.29        	0.03605      	0             	3.956        	2.646        	2.625        	1.014        	-0.006574     	1.001          
FirstTries                       	8492         	3.854         	3.678        	1.511           	0.8443         	2.527        	0.4182         	0.6887       	0.7349       	5.483        	1.113         	0.2529       	15.46        	15.89        	0.03909      	0             	4.06         	2.702        	2.683        	1.16         	0.04622       	1.01           
SomeoneTries                     	9393         	3.857         	3.489        	1.511           	0.8098         	2.479        	0.3952         	0.6352       	0.6406       	5.068        	1.075         	0.2569       	14.92        	15.29        	0.03838      	0             	3.956        	2.646        	2.625        	1.08         	0.005458      	1.004          
NooneTries                       	607          	3.855         	0            	--              	0              	--           	0              	0            	-0.1928      	-0.1928      	0.1928        	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.1928       	0.95           
InventionOccurs                  	7606         	3.866         	3.637        	1.552           	1              	2.479        	0.488          	0.7844       	1.023        	6.49         	1.095         	0.2515       	14.92        	15.29        	0.0474       	0             	3.956        	2.646        	2.625        	1.334        	0.2384        	1.065          
SomeUsersPay                     	6828         	3.867         	3.655        	1.557           	1              	2.61         	0.5436         	0.9332       	1.111        	6.899        	1.134         	0.2606       	16.29        	16.93        	0            	0             	4.199        	2.61         	2.61         	1.312        	0.1776        	1.053          
SomeIntentionalInfringement      	728          	3.852         	3.475        	1.531           	1              	1.377        	0              	-0.5571      	0.3139       	3.13         	0.7625        	0.1724       	2.996        	0.9688       	0.4952       	0             	1.943        	3.096        	2.896        	1.634        	0.8711        	1.195          
InventionUsed                    	7552         	3.866         	3.638        	1.555           	1              	2.492        	0.4915         	0.79         	1.035        	6.539        	1.098         	0.2522       	15.02        	15.4         	0.04754      	0             	3.983        	2.658        	2.639        	1.343        	0.245         	1.067          
MainInventorLoses                	8118         	3.863         	3.195        	1.503           	0.7051         	2.443        	0.3393         	0.5428       	0.4689       	4.26         	0.9981        	--           	14.65        	14.98        	0.03625      	0             	3.89         	2.608        	2.586        	0.9242       	-0.07393      	0.7463         
AllHighValue                     	2004         	3.852         	3.852        	1.78            	0.8708         	3.786        	0.4672         	1.101        	1.787        	9.616        	1.373         	0.3069       	29.05        	31.3         	0.03768      	0             	6.38         	4.313        	4.3          	2.059        	0.6859        	1.189          
InventionOccursHighValue         	1745         	3.861         	3.861        	1.824           	1              	3.786        	0.5366         	1.264        	2.27         	11.26        	1.359         	0.3021       	29.05        	31.3         	0.04328      	0             	6.38         	4.313        	4.3          	2.364        	1.006         	1.276          
