                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	3.32          	3.078        	1.496           	0.772          	2.419        	0.3689         	0.5624       	0.5464       	4.58         	1.006         	--           	14.63        	15.07        	0.03625      	0             	3.803        	2.558        	2.537        	0.9898       	-0.01598      	0.9976         
FirstTries                       	9314         	3.312         	3.224        	1.496           	0.8047         	2.451        	0.3877         	0.5987       	0.6178       	4.895        	1.031         	0.2741       	14.96        	15.42        	0.03694      	0             	3.865        	2.594        	2.573        	1.05         	0.01905       	1.001          
SomeoneTries                     	9784         	3.317         	3.146        	1.496           	0.789          	2.419        	0.377          	0.5748       	0.5622       	4.685        	1.024         	0.2828       	14.63        	15.07        	0.03706      	0             	3.803        	2.558        	2.537        	1.012        	-0.01255      	0.9986         
NooneTries                       	216          	3.421         	0            	--              	0              	--           	0              	0            	-0.1711      	-0.1711      	0.1711        	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.1711       	0.95           
InventionOccurs                  	7720         	3.336         	3.227        	1.538           	1              	2.419        	0.4778         	0.7285       	0.9856       	6.211        	1.025         	0.2723       	14.63        	15.07        	0.04696      	0             	3.803        	2.558        	2.537        	1.282        	0.2572        	1.083          
SomeUsersPay                     	6892         	3.338         	3.246        	1.548           	1              	2.563        	0.5352         	0.8727       	1.105        	6.699        	1.054         	0.2782       	16.1         	16.78        	0            	0             	4.079        	2.563        	2.563        	1.286        	0.2323        	1.071          
SomeIntentionalInfringement      	759          	3.316         	3.074        	1.476           	1              	1.273        	0              	-0.5147      	0.05876      	2.382        	0.7919        	0.2236       	2.581        	0.8405       	0.4777       	0             	1.632        	2.681        	2.481        	1.365        	0.5735        	1.224          
InventionUsed                    	7633         	3.336         	3.229        	1.542           	1              	2.44         	0.4832         	0.7366       	1.006        	6.287        	1.028         	0.2728       	14.79        	15.24        	0.04641      	0             	3.844        	2.581        	2.561        	1.297        	0.269         	1.087          
MainInventorLoses                	7927         	3.331         	3.042        	1.476           	0.7124         	2.353        	0.3328         	0.5081       	0.3808       	3.982        	1.001         	--           	14.03        	14.47        	0.03794      	0             	3.681        	2.468        	2.443        	0.8735       	-0.1272       	0.7043         
AllHighValue                     	1999         	3.316         	3.316        	1.875           	0.8329         	3.882        	0.4429         	1.023        	1.815        	9.308        	1.185         	0.3088       	30.43        	33.03        	0.03117      	0             	6.431        	4.366        	4.354        	1.977        	0.7919        	1.248          
InventionOccursHighValue         	1665         	3.334         	3.334        	1.933           	1              	3.882        	0.5318         	1.228        	2.421        	11.42        	1.18          	0.3055       	30.43        	33.03        	0.03742      	0             	6.431        	4.366        	4.354        	2.373        	1.193         	1.374          
