                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9987       	3.82            	0.8167         	1.693        	0.3785         	0.7336       	1.1          	5.267        	0.6965        	--           	4.544        	4.381        	0.1478       	0             	3.36         	2.194        	2.135        	1.063        	0.366         	1.366          
FirstTries                       	9987         	1             	1            	3.82            	0.8178         	1.693        	0.379          	0.7345       	1.101        	5.274        	0.6973        	0.6473       	4.544        	4.381        	0.148        	0             	3.36         	2.194        	2.135        	1.064        	0.3666        	1.367          
SomeoneTries                     	9987         	1             	1            	3.82            	0.8178         	1.693        	0.379          	0.7345       	1.101        	5.274        	0.6973        	0.6473       	4.544        	4.381        	0.148        	0             	3.36         	2.194        	2.135        	1.064        	0.3666        	1.367          
NooneTries                       	13           	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	8167         	1             	1            	3.95            	1              	1.693        	0.4634         	0.8982       	1.498        	6.601        	0.7013        	0.6513       	4.544        	4.381        	0.1809       	0             	3.36         	2.194        	2.135        	1.301        	0.5997        	1.6            
SomeUsersPay                     	5736         	1             	1            	4.38            	1              	1.613        	0.6599         	1.271        	1.536        	6.641        	0.6857        	0.6357       	5.001        	5.589        	0            	0             	3.359        	1.613        	1.613        	0.9507       	0.2649        	1.265          
SomeIntentionalInfringement      	2358         	1             	1            	2.976           	1              	1.928        	0              	0.02015      	1.464        	6.716        	0.7497        	0.6997       	3.558        	1.579        	0.6267       	0             	3.466        	3.658        	3.458        	2.194        	1.444         	2.444          
InventionUsed                    	8078         	1             	1            	3.976           	1              	1.707        	0.4686         	0.908        	1.518        	6.676        	0.7049        	0.6549       	4.589        	4.429        	0.1821       	0             	3.396        	2.213        	2.155        	1.315        	0.6104        	1.61           
MainInventorLoses                	3301         	1             	0.9961       	2.878           	0.4447         	0.7143       	0.1642         	0.1748       	-0.2739      	0.4703       	0.5518        	--           	1.325        	1.062        	0.06805      	0             	1.134        	0.6859       	0.6069       	0.1031       	-0.4487       	0.5513         
AllHighValue                     	1992         	1             	1            	5.738           	0.8604         	2.618        	0.3933         	1.122        	2.404        	10.14        	1.06          	1.01         	7.554        	5.381        	0.2266       	0             	5.747        	4.298        	4.22         	2.342        	1.282         	2.282          
InventionOccursHighValue         	1714         	1             	1            	5.834           	1              	2.618        	0.4571         	1.304        	2.972        	11.97        	1.053         	1.003        	7.554        	5.381        	0.2633       	0             	5.747        	4.298        	4.22         	2.721        	1.668         	2.668          
