                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9587       	3.354           	0.7772         	2.011        	0.3395         	0.4371       	1.113        	5.148        	0.5489        	--           	7.389        	7.095        	0.1211       	0             	3.561        	2.814        	2.76         	1.225        	0.6763        	1.676          
FirstTries                       	9587         	1             	1            	3.354           	0.8107         	2.011        	0.3541         	0.4559       	1.163        	5.372        	0.5704        	0.5204       	7.389        	7.095        	0.1264       	0             	3.561        	2.814        	2.76         	1.278        	0.7076        	1.708          
SomeoneTries                     	9587         	1             	1            	3.354           	0.8107         	2.011        	0.3541         	0.4559       	1.163        	5.372        	0.5704        	0.5204       	7.389        	7.095        	0.1264       	0             	3.561        	2.814        	2.76         	1.278        	0.7076        	1.708          
NooneTries                       	413          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	7772         	1             	1            	3.486           	1              	2.011        	0.4368         	0.5624       	1.567        	6.758        	0.5722        	0.5222       	7.389        	7.095        	0.1559       	0             	3.561        	2.814        	2.76         	1.576        	1.004         	2.004          
SomeUsersPay                     	5669         	1             	1            	3.765           	1              	1.999        	0.5989         	1.085        	1.581        	6.822        	0.5759        	0.5259       	8.309        	9.114        	0            	0             	3.62         	1.999        	1.999        	1.073        	0.4966        	1.497          
SomeIntentionalInfringement      	2021         	1             	1            	2.778           	1              	2.107        	0              	-0.8795      	1.601        	6.858        	0.5729        	0.5229       	5.082        	1.716        	0.5994       	0             	3.537        	5.182        	4.982        	3.054        	2.481         	3.481          
InventionUsed                    	7679         	1             	1            	3.509           	1              	2.03         	0.4421         	0.5691       	1.589        	6.841        	0.5755        	0.5255       	7.471        	7.18         	0.1571       	0             	3.603        	2.84         	2.787        	1.595        	1.02          	2.02           
MainInventorLoses                	3221         	1             	0.8718       	2.548           	0.3083         	0.7942       	0.0865         	0.079        	-0.2959      	0.129        	0.4312        	--           	1.232        	0.8684       	0.05126      	0             	0.9955       	0.7348       	0.6385       	0.05631      	-0.3749       	0.6251         
AllHighValue                     	1991         	1             	1            	4.812           	0.8292         	3.076        	0.3649         	0.2619       	2.38         	9.827        	0.833         	0.783        	14.34        	11.39        	0.1896       	0             	5.973        	5.905        	5.835        	2.951        	2.118         	3.118          
InventionOccursHighValue         	1651         	1             	1            	4.978           	1              	3.076        	0.4401         	0.3158       	3.05         	12.03        	0.8242        	0.7742       	14.34        	11.39        	0.2287       	0             	5.973        	5.905        	5.835        	3.559        	2.734         	3.734          
