                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	6.681         	2.371        	1.189           	0.4676         	2.592        	0.2296         	0.3948       	0.4084       	3.062        	0.6147        	--           	16.23        	16.84        	0.01753      	0             	4.117        	2.7          	2.683        	0.6284       	0.01363       	1.002          
FirstTries                       	3554         	6.623         	5.926        	1.189           	0.9893         	2.393        	0.4984         	0.864        	1.209        	6.647        	0.9289        	0.1181       	14.57        	15.08        	0.04484      	0             	3.927        	2.53         	2.511        	1.274        	0.3447        	1.095          
SomeoneTries                     	4887         	6.619         	4.852        	1.189           	0.9568         	2.592        	0.4698         	0.8078       	1.188        	6.619        	0.9053        	0.1621       	16.23        	16.84        	0.03586      	0             	4.117        	2.7          	2.683        	1.286        	0.3805        	1.055          
NooneTries                       	5113         	6.741         	0            	--              	0              	--           	0              	0            	-0.337       	-0.337       	0.337         	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.337        	0.95           
InventionOccurs                  	4676         	6.618         	5.019        	1.191           	1              	2.592        	0.491          	0.8443       	1.272        	6.947        	0.9166        	0.1564       	16.23        	16.84        	0.03748      	0             	4.117        	2.7          	2.683        	1.344        	0.4272        	1.062          
SomeUsersPay                     	4280         	6.618         	4.944        	1.191           	1              	2.722        	0.5364         	0.959        	1.384        	7.382        	0.9329        	0.1634       	17.52        	18.32        	0            	0             	4.36         	2.722        	2.722        	1.358        	0.4253        	1.06           
SomeIntentionalInfringement      	356          	6.607         	5.882        	1.199           	1              	1.211        	0              	-0.44        	0.1391       	2.493        	0.743         	0.0792       	2.468        	0.7874       	0.4923       	0             	1.621        	2.568        	2.368        	1.322        	0.5791        	1.106          
InventionUsed                    	4628         	6.618         	5.014        	1.192           	1              	2.609        	0.4961         	0.853        	1.292        	7.02         	0.9184        	0.1571       	16.39        	17.01        	0.03707      	0             	4.156        	2.714        	2.699        	1.358        	0.4393        	1.064          
MainInventorLoses                	9323         	6.689         	2.18         	1.195           	0.4289         	2.58         	0.2095         	0.362        	0.3431       	2.768        	0.5924        	--           	16.17        	16.8         	0.01717      	0             	4.098        	2.683        	2.665        	0.5735       	-0.01892      	0.9163         
AllHighValue                     	2049         	6.701         	2.81         	1.194           	0.57           	3.719        	0.3195         	0.824        	1.322        	6.43         	0.7442        	--           	29.88        	32.69        	0.01379      	0             	6.335        	3.993        	3.986        	1.242        	0.4982        	1.081          
InventionOccursHighValue         	1168         	6.612         	4.872        	1.195           	1              	3.719        	0.5606         	1.446        	2.595        	11.56        	1.03          	0.1911       	29.88        	32.69        	0.02419      	0             	6.335        	3.993        	3.986        	2.18         	1.15          	1.181          
