                                 	Total        	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	ISP          	CSP          	UAP          	PropUsing      	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      	UserUt       	PrvWel       	SocWel       
All                              	10000        	2.82          	2.406        	1.284           	0.7181        	--           	5.579        	5.397        	5.46         	0.2368         	0.09326      	0             	3.333        	5.12         	5.011        	0.6833       	-0.03486      	1.002          	0.5246       	0.4897       	5.188        
FirstTries                       	8564         	2.811         	2.739        	1.284           	0.7897        	0.2407       	5.529        	5.403        	5.471        	0.2725         	0.1054       	0             	3.393        	5.12         	5.013        	0.7891       	-0.0005979    	1.011          	0.6107       	0.6101       	5.919        
SomeoneTries                     	9027         	2.812         	2.666        	1.284           	0.7799        	0.2458       	5.579        	5.397        	5.46         	0.2623         	0.1033       	0             	3.333        	5.12         	5.011        	0.7569       	-0.02304      	1.008          	0.5811       	0.5581       	5.762        
NooneTries                       	973          	2.892         	0            	--              	0.1446        	--           	--           	--           	--           	0              	0            	0             	--           	--           	--           	0            	-0.1446       	0.95           	0            	-0.1446      	-0.1446      
InventionOccurs                  	8823         	2.815         	2.68         	1.287           	0.7816        	0.2447       	5.579        	5.397        	5.46         	0.2684         	0.1057       	0             	3.333        	5.12         	5.011        	0.7744       	-0.007165     	1.014          	0.5946       	0.5874       	5.912        
SomeUsersPay                     	3994         	2.786         	2.737        	1.413           	0.6632        	0.1951       	2.149        	2.882        	2.796        	0.5929         	0            	0             	3.924        	2.149        	2.149        	1.218        	0.555         	1.245          	1.165        	1.72         	7.419        
SomeIntentionalInfringement      	2067         	2.773         	2.621        	1.314           	0.6139        	0.189        	2.81         	2.064        	1.473        	0              	0.4512       	0             	2.523        	2.164        	1.964        	0.9516       	0.3377        	1.09           	0.286        	0.6237       	4.096        
InventionUsed                    	6061         	2.782         	2.697        	1.38            	0.6464        	0.193        	2.375        	2.603        	2.345        	0.3907         	0.1539       	0             	3.446        	2.154        	2.086        	1.127        	0.4809        	1.192          	0.8655       	1.346        	6.286        
MainInventorLoses                	8030         	2.849         	2.346        	1.237           	0.7431        	--           	6.497        	6.163        	6.327        	0.1827         	0.08203      	0             	3.187        	5.941        	5.815        	0.535        	-0.2081       	0.7411         	0.3907       	0.1826       	4.656        
AllHighValue                     	2003         	2.814         	2.808        	1.434           	0.9813        	0.3          	9.377        	9.4          	9.689        	0.3897         	0.04324      	0             	5.531        	9.045        	8.964        	1.442        	0.4611        	1.222          	1.163        	1.624        	10.5         
InventionOccursHighValue         	1975         	2.817         	2.811        	1.438           	0.9804        	0.2993       	9.377        	9.4          	9.689        	0.3952         	0.04385      	0             	5.531        	9.045        	8.964        	1.463        	0.4825        	1.231          	1.18         	1.662        	10.67        
