                                 	Total        	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	ISP          	CSP          	UAP          	PropUsing      	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      	UserUt       	PrvWel       	SocWel       
All                              	10000        	4.428         	1.633        	1.383           	0.4116        	--           	8.048        	7.962        	7.834        	0.1231         	0.03859      	0             	3.364        	7.028        	6.925        	0.3932       	-0.01839      	1              	0.225        	0.2066       	2.25         
FirstTries                       	3714         	4.368         	4.018        	1.383           	0.6604        	0.117        	8.518        	8.359        	8.244        	0.274          	0.09498      	0             	3.337        	7.461        	7.353        	0.9261       	0.2657        	1.085          	0.473        	0.7387       	5.559        
SomeoneTries                     	4557         	4.379         	3.583        	1.383           	0.6364        	0.1314       	8.048        	7.962        	7.834        	0.2701         	0.08468      	0             	3.364        	7.028        	6.925        	0.863        	0.2265        	1.06           	0.4938       	0.7204       	5.205        
NooneTries                       	5443         	4.469         	0            	--              	0.2235        	--           	--           	--           	--           	0              	0            	0             	--           	--           	--           	0            	-0.2235       	0.95           	0            	-0.2235      	-0.2235      
InventionOccurs                  	3625         	4.39          	3.874        	1.41            	0.6527        	0.1216       	8.048        	7.962        	7.834        	0.3396         	0.1065       	0             	3.364        	7.028        	6.925        	1.085        	0.4321        	1.109          	0.6208       	1.053        	6.691        
SomeUsersPay                     	1750         	4.353         	3.636        	1.622           	0.5426        	0.1074       	1.561        	3.603        	3.186        	0.7034         	0            	0             	3.839        	1.561        	1.561        	1.037        	0.4944        	1.119          	1.76         	2.254        	8.371        
SomeIntentionalInfringement      	734          	4.39          	3.977        	1.277           	0.6284        	0.1106       	6.844        	5.132        	1.562        	0              	0.5257       	0             	3.046        	5.232        	5.032        	2.885        	2.257         	1.548          	-1.129       	1.127        	5.558        
InventionUsed                    	2478         	4.363         	3.735        	1.515           	0.5681        	0.1085       	3.128        	4.064        	2.712        	0.4968         	0.1547       	0             	3.613        	2.652        	2.593        	1.587        	1.019         	1.247          	0.908        	1.927        	7.559        
MainInventorLoses                	9456         	4.433         	1.512        	1.372           	0.4024        	--           	8.888        	8.606        	8.703        	0.1002         	0.03252      	0             	3.298        	7.771        	7.658        	0.3174       	-0.08505      	0.9108         	0.1871       	0.102        	1.928        
AllHighValue                     	1957         	4.423         	2.195        	1.581           	0.5618        	--           	13.14        	13.36        	12.1         	0.2151         	0.06394      	0             	5.353        	12.23        	12.14        	1.159        	0.597         	1.15           	0.3844       	0.9814       	5.41         
InventionOccursHighValue         	959          	4.361         	3.843        	1.616           	0.7978        	0.1626       	13.14        	13.36        	12.1         	0.4389         	0.1305       	0             	5.353        	12.23        	12.14        	2.365        	1.567         	1.385          	0.7845       	2.351        	11.39        
