                                 	Total        	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	ISP          	CSP          	UAP          	PropUsing      	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      	UserUt       	PrvWel       	SocWel       
All                              	10000        	3.803         	2.662        	1.182           	0.6832        	--           	5.301        	5.176        	5.189        	0.2342         	0.09331      	0             	3.254        	4.865        	4.754        	0.6789       	-0.004339     	0.9933         	0.5029       	0.4985       	5.079        
FirstTries                       	7025         	3.782         	3.236        	1.182           	0.7464        	0.1868       	5.021        	4.908        	4.954        	0.2894         	0.1117       	0             	3.444        	4.617        	4.515        	0.8427       	0.09635       	1.012          	0.6735       	0.7698       	6.066        
SomeoneTries                     	9335         	3.802         	2.852        	1.182           	0.7183        	0.2065       	5.301        	5.176        	5.189        	0.2508         	0.09995      	0             	3.254        	4.865        	4.754        	0.7272       	0.008989      	0.9964         	0.5387       	0.5477       	5.455        
NooneTries                       	665          	3.829         	0            	--              	0.1914        	--           	--           	--           	--           	0              	0            	0             	--           	--           	--           	0            	-0.1914       	0.95           	0            	-0.1914      	-0.1914      
InventionOccurs                  	8842         	3.802         	2.934        	1.186           	0.7277        	0.2029       	5.301        	5.176        	5.189        	0.2648         	0.1055       	0             	3.254        	4.865        	4.754        	0.7678       	0.04008       	1.005          	0.5687       	0.6088       	5.79         
SomeUsersPay                     	3954         	3.788         	3.193        	1.254           	0.6604        	0.1618       	2.114        	2.935        	2.845        	0.5922         	0            	0             	3.853        	2.114        	2.114        	1.188        	0.5276        	1.139          	1.145        	1.673        	7.266        
SomeIntentionalInfringement      	2109         	3.771         	2.895        	1.203           	0.6072        	0.1642       	3.066        	2.184        	1.504        	0              	0.4424       	0             	2.544        	2.284        	2.084        	0.9917       	0.3846        	1.074          	0.2369       	0.6215       	4.105        
InventionUsed                    	6063         	3.782         	3.09         	1.238           	0.6419        	0.1626       	2.445        	2.674        	2.378        	0.3862         	0.1539       	0             	3.398        	2.173        	2.103        	1.12         	0.4779        	1.117          	0.8294       	1.307        	6.166        
MainInventorLoses                	8657         	3.814         	2.575        	1.168           	0.6893        	--           	5.806        	5.598        	5.652        	0.2027         	0.08504      	0             	3.166        	5.322        	5.202        	0.5866       	-0.1027       	0.8249         	0.4289       	0.3262       	4.774        
AllHighValue                     	1963         	3.802         	3.058        	1.257           	0.8519        	--           	8.581        	8.487        	8.547        	0.3915         	0.05871      	0             	5.618        	8.12         	8.044        	1.541        	0.6891        	1.144          	1.165        	1.854        	10.38        
InventionOccursHighValue         	1860         	3.798         	3.167        	1.261           	0.8696        	0.2323       	8.581        	8.487        	8.547        	0.4132         	0.06196      	0             	5.618        	8.12         	8.044        	1.626        	0.7567        	1.161          	1.23         	1.987        	10.99        
